entry(00000,begin_of_process,frustrated,video1100052051,start,1).
entry(00001,begin_of_activity,frustrated,video1100052051,au05,1).
entry(00002,begin_of_activity,frustrated,video1100052051,au14,1).
entry(00003,begin_of_activity,frustrated,video1100052051,au20,1).
entry(00004,begin_of_activity,frustrated,video1100052051,au24,1).
entry(00100,end_of_activity,frustrated,video1100052051,au05,1).
entry(00101,end_of_activity,frustrated,video1100052051,au14,1).
entry(00102,end_of_activity,frustrated,video1100052051,au20,1).
entry(00103,begin_of_activity,frustrated,video1100052051,au23,1).
entry(00104,end_of_activity,frustrated,video1100052051,au24,1).
entry(00200,begin_of_activity,frustrated,video1100052051,au04,1).
entry(00201,begin_of_activity,frustrated,video1100052051,au05,2).
entry(00202,begin_of_activity,frustrated,video1100052051,au14,2).
entry(00203,begin_of_activity,frustrated,video1100052051,au20,2).
entry(00204,end_of_activity,frustrated,video1100052051,au23,1).
entry(00205,begin_of_activity,frustrated,video1100052051,au24,2).
entry(00300,end_of_activity,frustrated,video1100052051,au04,1).
entry(00301,end_of_activity,frustrated,video1100052051,au05,2).
entry(00302,begin_of_activity,frustrated,video1100052051,au11,1).
entry(00303,end_of_activity,frustrated,video1100052051,au14,2).
entry(00304,end_of_activity,frustrated,video1100052051,au20,2).
entry(00305,end_of_activity,frustrated,video1100052051,au24,2).
entry(00400,begin_of_activity,frustrated,video1100052051,au04,2).
entry(00401,begin_of_activity,frustrated,video1100052051,au05,3).
entry(00402,begin_of_activity,frustrated,video1100052051,au10,1).
entry(00403,end_of_activity,frustrated,video1100052051,au11,1).
entry(00404,begin_of_activity,frustrated,video1100052051,au20,3).
entry(00405,begin_of_activity,frustrated,video1100052051,au24,3).
entry(00500,end_of_activity,frustrated,video1100052051,au04,2).
entry(00501,end_of_activity,frustrated,video1100052051,au05,3).
entry(00502,end_of_activity,frustrated,video1100052051,au10,1).
entry(00503,begin_of_activity,frustrated,video1100052051,au17,1).
entry(00504,end_of_activity,frustrated,video1100052051,au20,3).
entry(00505,end_of_activity,frustrated,video1100052051,au24,3).
entry(00600,begin_of_activity,frustrated,video1100052051,au05,4).
entry(00601,end_of_activity,frustrated,video1100052051,au17,1).
entry(00602,begin_of_activity,frustrated,video1100052051,au24,4).
entry(00700,end_of_activity,frustrated,video1100052051,au05,4).
entry(00701,begin_of_activity,frustrated,video1100052051,au20,4).
entry(00702,end_of_activity,frustrated,video1100052051,au24,4).
entry(00800,begin_of_activity,frustrated,video1100052051,au05,5).
entry(00801,begin_of_activity,frustrated,video1100052051,au17,2).
entry(00802,end_of_activity,frustrated,video1100052051,au20,4).
entry(00803,begin_of_activity,frustrated,video1100052051,au24,5).
entry(00900,end_of_activity,frustrated,video1100052051,au05,5).
entry(00901,begin_of_activity,frustrated,video1100052051,au07,1).
entry(00902,begin_of_activity,frustrated,video1100052051,au10,2).
entry(00903,end_of_activity,frustrated,video1100052051,au17,2).
entry(00904,begin_of_activity,frustrated,video1100052051,au20,5).
entry(00905,end_of_activity,frustrated,video1100052051,au24,5).
entry(01000,begin_of_activity,frustrated,video1100052051,au05,6).
entry(01001,end_of_activity,frustrated,video1100052051,au07,1).
entry(01002,end_of_activity,frustrated,video1100052051,au10,2).
entry(01003,end_of_activity,frustrated,video1100052051,au20,5).
entry(01004,begin_of_activity,frustrated,video1100052051,au23,2).
entry(01005,begin_of_activity,frustrated,video1100052051,au24,6).
entry(01100,begin_of_activity,frustrated,video1100052051,au04,3).
entry(01101,end_of_activity,frustrated,video1100052051,au05,6).
entry(01102,begin_of_activity,frustrated,video1100052051,au07,2).
entry(01103,begin_of_activity,frustrated,video1100052051,au20,6).
entry(01104,end_of_activity,frustrated,video1100052051,au23,2).
entry(01105,end_of_activity,frustrated,video1100052051,au24,6).
entry(01200,end_of_activity,frustrated,video1100052051,au04,3).
entry(01201,begin_of_activity,frustrated,video1100052051,au05,7).
entry(01202,end_of_activity,frustrated,video1100052051,au07,2).
entry(01203,begin_of_activity,frustrated,video1100052051,au10,3).
entry(01204,end_of_activity,frustrated,video1100052051,au20,6).
entry(01205,begin_of_activity,frustrated,video1100052051,au24,7).
entry(01300,end_of_activity,frustrated,video1100052051,au05,7).
entry(01301,end_of_activity,frustrated,video1100052051,au10,3).
entry(01302,begin_of_activity,frustrated,video1100052051,au20,7).
entry(01303,end_of_activity,frustrated,video1100052051,au24,7).
entry(01400,begin_of_activity,frustrated,video1100052051,au04,4).
entry(01401,begin_of_activity,frustrated,video1100052051,au05,8).
entry(01402,begin_of_activity,frustrated,video1100052051,au10,4).
entry(01403,end_of_activity,frustrated,video1100052051,au20,7).
entry(01404,begin_of_activity,frustrated,video1100052051,au23,3).
entry(01405,begin_of_activity,frustrated,video1100052051,au24,8).
entry(01500,end_of_activity,frustrated,video1100052051,au04,4).
entry(01501,end_of_activity,frustrated,video1100052051,au05,8).
entry(01502,end_of_activity,frustrated,video1100052051,au10,4).
entry(01503,begin_of_activity,frustrated,video1100052051,au20,8).
entry(01504,end_of_activity,frustrated,video1100052051,au23,3).
entry(01505,end_of_activity,frustrated,video1100052051,au24,8).
entry(01600,begin_of_activity,frustrated,video1100052051,au04,5).
entry(01601,begin_of_activity,frustrated,video1100052051,au05,9).
entry(01602,end_of_activity,frustrated,video1100052051,au20,8).
entry(01603,begin_of_activity,frustrated,video1100052051,au24,9).
entry(01700,end_of_activity,frustrated,video1100052051,au04,5).
entry(01701,end_of_activity,frustrated,video1100052051,au05,9).
entry(01702,begin_of_activity,frustrated,video1100052051,au20,9).
entry(01703,end_of_activity,frustrated,video1100052051,au24,9).
entry(01800,begin_of_activity,frustrated,video1100052051,au04,6).
entry(01801,begin_of_activity,frustrated,video1100052051,au05,10).
entry(01802,begin_of_activity,frustrated,video1100052051,au07,3).
entry(01803,begin_of_activity,frustrated,video1100052051,au10,5).
entry(01804,end_of_activity,frustrated,video1100052051,au20,9).
entry(01805,begin_of_activity,frustrated,video1100052051,au24,10).
entry(01900,end_of_activity,frustrated,video1100052051,au04,6).
entry(01901,end_of_activity,frustrated,video1100052051,au05,10).
entry(01902,end_of_activity,frustrated,video1100052051,au07,3).
entry(01903,end_of_activity,frustrated,video1100052051,au10,5).
entry(01904,begin_of_activity,frustrated,video1100052051,au20,10).
entry(01905,end_of_activity,frustrated,video1100052051,au24,10).
entry(02000,begin_of_activity,frustrated,video1100052051,au04,7).
entry(02001,begin_of_activity,frustrated,video1100052051,au05,11).
entry(02002,begin_of_activity,frustrated,video1100052051,au10,6).
entry(02003,end_of_activity,frustrated,video1100052051,au20,10).
entry(02004,begin_of_activity,frustrated,video1100052051,au24,11).
entry(02100,end_of_activity,frustrated,video1100052051,au04,7).
entry(02101,end_of_activity,frustrated,video1100052051,au05,11).
entry(02102,end_of_activity,frustrated,video1100052051,au10,6).
entry(02103,begin_of_activity,frustrated,video1100052051,au20,11).
entry(02104,begin_of_activity,frustrated,video1100052051,au23,4).
entry(02105,end_of_activity,frustrated,video1100052051,au24,11).
entry(02200,begin_of_activity,frustrated,video1100052051,au04,8).
entry(02201,begin_of_activity,frustrated,video1100052051,au05,12).
entry(02202,begin_of_activity,frustrated,video1100052051,au10,7).
entry(02203,end_of_activity,frustrated,video1100052051,au20,11).
entry(02204,end_of_activity,frustrated,video1100052051,au23,4).
entry(02205,begin_of_activity,frustrated,video1100052051,au24,12).
entry(02300,end_of_activity,frustrated,video1100052051,au04,8).
entry(02301,end_of_activity,frustrated,video1100052051,au05,12).
entry(02302,end_of_activity,frustrated,video1100052051,au10,7).
entry(02303,begin_of_activity,frustrated,video1100052051,au20,12).
entry(02304,begin_of_activity,frustrated,video1100052051,au23,5).
entry(02305,end_of_activity,frustrated,video1100052051,au24,12).
entry(02400,begin_of_activity,frustrated,video1100052051,au04,9).
entry(02401,begin_of_activity,frustrated,video1100052051,au05,13).
entry(02402,begin_of_activity,frustrated,video1100052051,au10,8).
entry(02403,end_of_activity,frustrated,video1100052051,au20,12).
entry(02404,end_of_activity,frustrated,video1100052051,au23,5).
entry(02405,begin_of_activity,frustrated,video1100052051,au24,13).
entry(02500,end_of_activity,frustrated,video1100052051,au04,9).
entry(02501,end_of_activity,frustrated,video1100052051,au05,13).
entry(02502,end_of_activity,frustrated,video1100052051,au10,8).
entry(02503,end_of_activity,frustrated,video1100052051,au24,13).
entry(02600,begin_of_activity,frustrated,video1100052051,au04,10).
entry(02601,begin_of_activity,frustrated,video1100052051,au05,14).
entry(02602,begin_of_activity,frustrated,video1100052051,au07,4).
entry(02603,begin_of_activity,frustrated,video1100052051,au20,13).
entry(02604,begin_of_activity,frustrated,video1100052051,au24,14).
entry(02700,begin_of_activity,frustrated,video1100052051,au02,1).
entry(02701,end_of_activity,frustrated,video1100052051,au04,10).
entry(02702,end_of_activity,frustrated,video1100052051,au05,14).
entry(02703,end_of_activity,frustrated,video1100052051,au07,4).
entry(02704,begin_of_activity,frustrated,video1100052051,au10,9).
entry(02705,end_of_activity,frustrated,video1100052051,au20,13).
entry(02706,begin_of_activity,frustrated,video1100052051,au23,6).
entry(02707,end_of_activity,frustrated,video1100052051,au24,14).
entry(02800,end_of_activity,frustrated,video1100052051,au02,1).
entry(02801,begin_of_activity,frustrated,video1100052051,au04,11).
entry(02802,begin_of_activity,frustrated,video1100052051,au05,15).
entry(02803,begin_of_activity,frustrated,video1100052051,au07,5).
entry(02804,end_of_activity,frustrated,video1100052051,au10,9).
entry(02805,begin_of_activity,frustrated,video1100052051,au20,14).
entry(02806,end_of_activity,frustrated,video1100052051,au23,6).
entry(02807,begin_of_activity,frustrated,video1100052051,au24,15).
entry(02900,begin_of_activity,frustrated,video1100052051,au02,2).
entry(02901,end_of_activity,frustrated,video1100052051,au04,11).
entry(02902,end_of_activity,frustrated,video1100052051,au05,15).
entry(02903,end_of_activity,frustrated,video1100052051,au07,5).
entry(02904,end_of_activity,frustrated,video1100052051,au20,14).
entry(02905,begin_of_activity,frustrated,video1100052051,au23,7).
entry(02906,end_of_activity,frustrated,video1100052051,au24,15).
entry(03000,end_of_activity,frustrated,video1100052051,au02,2).
entry(03001,begin_of_activity,frustrated,video1100052051,au05,16).
entry(03002,begin_of_activity,frustrated,video1100052051,au20,15).
entry(03003,end_of_activity,frustrated,video1100052051,au23,7).
entry(03004,begin_of_activity,frustrated,video1100052051,au24,16).
entry(03100,begin_of_activity,frustrated,video1100052051,au04,12).
entry(03101,end_of_activity,frustrated,video1100052051,au05,16).
entry(03102,end_of_activity,frustrated,video1100052051,au20,15).
entry(03103,end_of_activity,frustrated,video1100052051,au24,16).
entry(03200,begin_of_activity,frustrated,video1100052051,au02,3).
entry(03201,end_of_activity,frustrated,video1100052051,au04,12).
entry(03202,begin_of_activity,frustrated,video1100052051,au05,17).
entry(03203,begin_of_activity,frustrated,video1100052051,au10,10).
entry(03204,begin_of_activity,frustrated,video1100052051,au17,3).
entry(03205,begin_of_activity,frustrated,video1100052051,au20,16).
entry(03206,begin_of_activity,frustrated,video1100052051,au24,17).
entry(03300,end_of_activity,frustrated,video1100052051,au02,3).
entry(03301,end_of_activity,frustrated,video1100052051,au05,17).
entry(03302,end_of_activity,frustrated,video1100052051,au10,10).
entry(03303,end_of_activity,frustrated,video1100052051,au17,3).
entry(03304,end_of_activity,frustrated,video1100052051,au20,16).
entry(03305,end_of_activity,frustrated,video1100052051,au24,17).
entry(03400,begin_of_activity,frustrated,video1100052051,au02,4).
entry(03401,begin_of_activity,frustrated,video1100052051,au04,13).
entry(03402,begin_of_activity,frustrated,video1100052051,au05,18).
entry(03403,begin_of_activity,frustrated,video1100052051,au07,6).
