entry(00000,begin_of_process,bored,video4000181032,start,1).
entry(00001,begin_of_activity,bored,video4000181032,au04,1).
entry(00002,begin_of_activity,bored,video4000181032,au17,1).
entry(00100,begin_of_activity,bored,video4000181032,au02,1).
entry(00101,end_of_activity,bored,video4000181032,au04,1).
entry(00102,begin_of_activity,bored,video4000181032,au05,1).
entry(00103,begin_of_activity,bored,video4000181032,au11,1).
entry(00104,end_of_activity,bored,video4000181032,au17,1).
entry(00105,begin_of_activity,bored,video4000181032,au24,1).
entry(00200,end_of_activity,bored,video4000181032,au02,1).
entry(00201,begin_of_activity,bored,video4000181032,au04,2).
entry(00202,end_of_activity,bored,video4000181032,au05,1).
entry(00203,begin_of_activity,bored,video4000181032,au10,1).
entry(00204,end_of_activity,bored,video4000181032,au11,1).
entry(00205,begin_of_activity,bored,video4000181032,au17,2).
entry(00206,end_of_activity,bored,video4000181032,au24,1).
entry(00300,end_of_activity,bored,video4000181032,au04,2).
entry(00301,begin_of_activity,bored,video4000181032,au05,2).
entry(00302,end_of_activity,bored,video4000181032,au10,1).
entry(00303,begin_of_activity,bored,video4000181032,au11,2).
entry(00304,end_of_activity,bored,video4000181032,au17,2).
entry(00400,begin_of_activity,bored,video4000181032,au02,2).
entry(00401,end_of_activity,bored,video4000181032,au05,2).
entry(00402,begin_of_activity,bored,video4000181032,au07,1).
entry(00403,end_of_activity,bored,video4000181032,au11,2).
entry(00404,begin_of_activity,bored,video4000181032,au17,3).
entry(00405,begin_of_activity,bored,video4000181032,au24,2).
entry(00500,end_of_activity,bored,video4000181032,au02,2).
entry(00501,begin_of_activity,bored,video4000181032,au04,3).
entry(00502,begin_of_activity,bored,video4000181032,au05,3).
entry(00503,end_of_activity,bored,video4000181032,au07,1).
entry(00504,begin_of_activity,bored,video4000181032,au11,3).
entry(00505,end_of_activity,bored,video4000181032,au17,3).
entry(00506,end_of_activity,bored,video4000181032,au24,2).
entry(00600,end_of_activity,bored,video4000181032,au04,3).
entry(00601,end_of_activity,bored,video4000181032,au05,3).
entry(00602,begin_of_activity,bored,video4000181032,au07,2).
entry(00603,end_of_activity,bored,video4000181032,au11,3).
entry(00604,begin_of_activity,bored,video4000181032,au24,3).
entry(00700,begin_of_activity,bored,video4000181032,au02,3).
entry(00701,begin_of_activity,bored,video4000181032,au04,4).
entry(00702,end_of_activity,bored,video4000181032,au07,2).
entry(00703,begin_of_activity,bored,video4000181032,au17,4).
