entry(00000,begin_of_process,bored,video3100752007,start,1).
entry(00001,begin_of_activity,bored,video3100752007,au05,1).
entry(00002,begin_of_activity,bored,video3100752007,au15,1).
entry(00003,begin_of_activity,bored,video3100752007,au17,1).
entry(00004,begin_of_activity,bored,video3100752007,au24,1).
entry(00100,end_of_activity,bored,video3100752007,au05,1).
entry(00101,end_of_activity,bored,video3100752007,au15,1).
entry(00102,end_of_activity,bored,video3100752007,au17,1).
entry(00103,end_of_activity,bored,video3100752007,au24,1).
entry(00200,begin_of_activity,bored,video3100752007,au05,2).
entry(00201,begin_of_activity,bored,video3100752007,au17,2).
entry(00202,begin_of_activity,bored,video3100752007,au24,2).
entry(00300,begin_of_activity,bored,video3100752007,au02,1).
entry(00301,end_of_activity,bored,video3100752007,au05,2).
entry(00302,end_of_activity,bored,video3100752007,au17,2).
entry(00303,end_of_activity,bored,video3100752007,au24,2).
entry(00400,end_of_activity,bored,video3100752007,au02,1).
entry(00401,begin_of_activity,bored,video3100752007,au05,3).
entry(00402,begin_of_activity,bored,video3100752007,au24,3).
entry(00500,begin_of_activity,bored,video3100752007,au02,2).
entry(00501,end_of_activity,bored,video3100752007,au05,3).
entry(00502,begin_of_activity,bored,video3100752007,au17,3).
entry(00503,end_of_activity,bored,video3100752007,au24,3).
entry(00600,end_of_activity,bored,video3100752007,au02,2).
entry(00601,begin_of_activity,bored,video3100752007,au05,4).
entry(00602,end_of_activity,bored,video3100752007,au17,3).
entry(00700,begin_of_activity,bored,video3100752007,au04,1).
entry(00701,end_of_activity,bored,video3100752007,au05,4).
entry(00702,begin_of_activity,bored,video3100752007,au17,4).
entry(00703,begin_of_activity,bored,video3100752007,au24,4).
entry(00704,begin_of_activity,bored,video3100752007,au28,1).
entry(00800,begin_of_activity,bored,video3100752007,au02,3).
entry(00801,end_of_activity,bored,video3100752007,au04,1).
entry(00802,begin_of_activity,bored,video3100752007,au05,5).
entry(00803,end_of_activity,bored,video3100752007,au17,4).
entry(00804,end_of_activity,bored,video3100752007,au24,4).
entry(00805,end_of_activity,bored,video3100752007,au28,1).
entry(00900,end_of_activity,bored,video3100752007,au02,3).
entry(00901,end_of_activity,bored,video3100752007,au05,5).
entry(01000,begin_of_activity,bored,video3100752007,au02,4).
entry(01001,begin_of_activity,bored,video3100752007,au05,6).
entry(01100,end_of_activity,bored,video3100752007,au02,4).
entry(01101,end_of_activity,bored,video3100752007,au05,6).
entry(01102,begin_of_activity,bored,video3100752007,au17,5).
entry(01103,begin_of_activity,bored,video3100752007,au24,5).
entry(01200,begin_of_activity,bored,video3100752007,au05,7).
entry(01201,end_of_activity,bored,video3100752007,au17,5).
entry(01202,end_of_activity,bored,video3100752007,au24,5).
entry(01300,end_of_activity,bored,video3100752007,au05,7).
entry(01301,begin_of_activity,bored,video3100752007,au23,1).
entry(01302,begin_of_activity,bored,video3100752007,au24,6).
entry(01400,begin_of_activity,bored,video3100752007,au02,5).
entry(01401,begin_of_activity,bored,video3100752007,au05,8).
entry(01402,begin_of_activity,bored,video3100752007,au17,6).
entry(01403,end_of_activity,bored,video3100752007,au23,1).
entry(01404,end_of_activity,bored,video3100752007,au24,6).
entry(01500,end_of_activity,bored,video3100752007,au02,5).
entry(01501,end_of_activity,bored,video3100752007,au05,8).
entry(01502,end_of_activity,bored,video3100752007,au17,6).
entry(01503,begin_of_activity,bored,video3100752007,au24,7).
entry(01600,begin_of_activity,bored,video3100752007,au05,9).
entry(01601,begin_of_activity,bored,video3100752007,au17,7).
entry(01602,end_of_activity,bored,video3100752007,au24,7).
entry(01700,begin_of_activity,bored,video3100752007,au02,6).
entry(01701,end_of_activity,bored,video3100752007,au05,9).
entry(01702,end_of_activity,bored,video3100752007,au17,7).
entry(01703,begin_of_activity,bored,video3100752007,au24,8).
entry(01800,end_of_activity,bored,video3100752007,au02,6).
entry(01801,begin_of_activity,bored,video3100752007,au05,10).
entry(01802,begin_of_activity,bored,video3100752007,au17,8).
entry(01803,end_of_activity,bored,video3100752007,au24,8).
entry(01900,begin_of_activity,bored,video3100752007,au02,7).
entry(01901,end_of_activity,bored,video3100752007,au05,10).
entry(01902,end_of_activity,bored,video3100752007,au17,8).
entry(02000,end_of_activity,bored,video3100752007,au02,7).
entry(02001,begin_of_activity,bored,video3100752007,au05,11).
entry(02002,begin_of_activity,bored,video3100752007,au17,9).
entry(02100,end_of_activity,bored,video3100752007,au05,11).
entry(02101,end_of_activity,bored,video3100752007,au17,9).
entry(02102,begin_of_activity,bored,video3100752007,au24,9).
entry(02200,begin_of_activity,bored,video3100752007,au05,12).
entry(02201,begin_of_activity,bored,video3100752007,au17,10).
entry(02202,end_of_activity,bored,video3100752007,au24,9).
entry(02300,end_of_activity,bored,video3100752007,au05,12).
entry(02301,end_of_activity,bored,video3100752007,au17,10).
entry(02302,begin_of_activity,bored,video3100752007,au24,10).
