entry(00000,begin_of_process,confused,video5100091062,start,0).
entry(00000,begin_of_activity,confused,video5100091062,au17,0).
entry(00100,begin_of_activity,confused,video5100091062,au07,0).
entry(00100,end_of_activity,confused,video5100091062,au17,0).
entry(00100,begin_of_activity,confused,video5100091062,au23,0).
entry(00100,begin_of_activity,confused,video5100091062,au28,0).
entry(00200,end_of_activity,confused,video5100091062,au07,0).
entry(00200,begin_of_activity,confused,video5100091062,au10,0).
entry(00200,begin_of_activity,confused,video5100091062,au17,1).
entry(00200,end_of_activity,confused,video5100091062,au23,0).
entry(00200,end_of_activity,confused,video5100091062,au28,0).
entry(00300,end_of_activity,confused,video5100091062,au10,0).
entry(00300,begin_of_activity,confused,video5100091062,au15,0).
entry(00300,end_of_activity,confused,video5100091062,au17,1).
entry(00300,begin_of_activity,confused,video5100091062,au23,1).
entry(00300,begin_of_activity,confused,video5100091062,au24,0).
entry(00300,begin_of_activity,confused,video5100091062,au28,1).
entry(00400,begin_of_activity,confused,video5100091062,au07,1).
entry(00400,end_of_activity,confused,video5100091062,au15,0).
entry(00400,begin_of_activity,confused,video5100091062,au17,2).
entry(00400,end_of_activity,confused,video5100091062,au23,1).
entry(00400,end_of_activity,confused,video5100091062,au24,0).
entry(00400,end_of_activity,confused,video5100091062,au28,1).
entry(00500,end_of_activity,confused,video5100091062,au07,1).
entry(00500,begin_of_activity,confused,video5100091062,au10,1).
entry(00500,end_of_activity,confused,video5100091062,au17,2).
entry(00500,begin_of_activity,confused,video5100091062,au23,2).
entry(00500,begin_of_activity,confused,video5100091062,au24,1).
entry(00600,begin_of_activity,confused,video5100091062,au07,2).
entry(00600,end_of_activity,confused,video5100091062,au10,1).
entry(00600,end_of_activity,confused,video5100091062,au23,2).
entry(00600,end_of_activity,confused,video5100091062,au24,1).
entry(00700,end_of_activity,confused,video5100091062,au07,2).
entry(00700,begin_of_activity,confused,video5100091062,au10,2).
entry(00700,begin_of_activity,confused,video5100091062,au17,3).
entry(00700,begin_of_activity,confused,video5100091062,au23,3).
entry(00700,begin_of_activity,confused,video5100091062,au24,2).
entry(00800,end_of_activity,confused,video5100091062,au10,2).
entry(00800,end_of_activity,confused,video5100091062,au17,3).
entry(00800,end_of_activity,confused,video5100091062,au23,3).
entry(00800,end_of_activity,confused,video5100091062,au24,2).
entry(00900,begin_of_activity,confused,video5100091062,au23,4).
entry(00900,begin_of_activity,confused,video5100091062,au24,3).
entry(01000,begin_of_activity,confused,video5100091062,au07,3).
entry(01000,begin_of_activity,confused,video5100091062,au15,1).
entry(01000,begin_of_activity,confused,video5100091062,au17,4).
entry(01000,begin_of_activity,confused,video5100091062,au20,0).
entry(01000,end_of_activity,confused,video5100091062,au23,4).
entry(01000,end_of_activity,confused,video5100091062,au24,3).
entry(01100,begin_of_activity,confused,video5100091062,au04,0).
entry(01100,end_of_activity,confused,video5100091062,au07,3).
entry(01100,begin_of_activity,confused,video5100091062,au14,0).
entry(01100,end_of_activity,confused,video5100091062,au15,1).
entry(01100,end_of_activity,confused,video5100091062,au17,4).
entry(01100,end_of_activity,confused,video5100091062,au20,0).
entry(01100,begin_of_activity,confused,video5100091062,au24,4).
entry(01200,end_of_activity,confused,video5100091062,au04,0).
entry(01200,begin_of_activity,confused,video5100091062,au07,4).
entry(01200,end_of_activity,confused,video5100091062,au14,0).
entry(01200,begin_of_activity,confused,video5100091062,au17,5).
entry(01200,begin_of_activity,confused,video5100091062,au20,1).
entry(01200,end_of_activity,confused,video5100091062,au24,4).
entry(01300,end_of_activity,confused,video5100091062,au07,4).
entry(01300,end_of_activity,confused,video5100091062,au17,5).
entry(01300,end_of_activity,confused,video5100091062,au20,1).
entry(01300,begin_of_activity,confused,video5100091062,au23,5).
entry(01300,begin_of_activity,confused,video5100091062,au24,5).
entry(01300,begin_of_activity,confused,video5100091062,au26,0).
entry(01300,begin_of_activity,confused,video5100091062,au28,2).
entry(01400,begin_of_activity,confused,video5100091062,au07,5).
entry(01400,begin_of_activity,confused,video5100091062,au17,6).
entry(01400,begin_of_activity,confused,video5100091062,au20,2).
entry(01400,end_of_activity,confused,video5100091062,au23,5).
entry(01400,end_of_activity,confused,video5100091062,au24,5).
entry(01400,end_of_activity,confused,video5100091062,au26,0).
entry(01400,end_of_activity,confused,video5100091062,au28,2).
entry(01500,end_of_activity,confused,video5100091062,au07,5).
entry(01500,end_of_activity,confused,video5100091062,au17,6).
entry(01500,end_of_activity,confused,video5100091062,au20,2).
entry(01500,begin_of_activity,confused,video5100091062,au24,6).
entry(01600,begin_of_activity,confused,video5100091062,au07,6).
entry(01600,begin_of_activity,confused,video5100091062,au17,7).
entry(01600,end_of_activity,confused,video5100091062,au24,6).
entry(01700,end_of_activity,confused,video5100091062,au07,6).
entry(01700,end_of_activity,confused,video5100091062,au17,7).
entry(01700,begin_of_activity,confused,video5100091062,au20,3).
entry(01700,begin_of_activity,confused,video5100091062,au24,7).
entry(01700,begin_of_activity,confused,video5100091062,au28,3).
entry(01800,begin_of_activity,confused,video5100091062,au07,7).
entry(01800,begin_of_activity,confused,video5100091062,au10,3).
entry(01800,end_of_activity,confused,video5100091062,au20,3).
entry(01800,end_of_activity,confused,video5100091062,au24,7).
entry(01800,end_of_activity,confused,video5100091062,au28,3).
entry(01900,end_of_activity,confused,video5100091062,au07,7).
entry(01900,end_of_activity,confused,video5100091062,au10,3).
entry(01900,begin_of_activity,confused,video5100091062,au17,8).
entry(01900,begin_of_activity,confused,video5100091062,au20,4).
entry(01900,begin_of_activity,confused,video5100091062,au23,6).
entry(01900,begin_of_activity,confused,video5100091062,au24,8).
entry(02000,begin_of_activity,confused,video5100091062,au07,8).
entry(02000,end_of_activity,confused,video5100091062,au17,8).
entry(02000,end_of_activity,confused,video5100091062,au20,4).
entry(02000,end_of_activity,confused,video5100091062,au23,6).
entry(02000,end_of_activity,confused,video5100091062,au24,8).
entry(02100,end_of_activity,confused,video5100091062,au07,8).
entry(02100,begin_of_activity,confused,video5100091062,au17,9).
entry(02100,begin_of_activity,confused,video5100091062,au24,9).
entry(02200,begin_of_activity,confused,video5100091062,au07,9).
entry(02200,end_of_activity,confused,video5100091062,au17,9).
entry(02200,end_of_activity,confused,video5100091062,au24,9).
entry(02300,end_of_activity,confused,video5100091062,au07,9).
entry(02300,begin_of_activity,confused,video5100091062,au24,10).
entry(02400,begin_of_activity,confused,video5100091062,au14,1).
entry(02400,begin_of_activity,confused,video5100091062,au17,10).
entry(02400,begin_of_activity,confused,video5100091062,au20,5).
entry(02400,begin_of_activity,confused,video5100091062,au23,7).
entry(02400,end_of_activity,confused,video5100091062,au24,10).
entry(02500,end_of_activity,confused,video5100091062,au14,1).
entry(02500,end_of_activity,confused,video5100091062,au17,10).
entry(02500,end_of_activity,confused,video5100091062,au20,5).
entry(02500,end_of_activity,confused,video5100091062,au23,7).
entry(02500,begin_of_activity,confused,video5100091062,au24,11).
entry(02500,begin_of_activity,confused,video5100091062,au28,4).
entry(02600,begin_of_activity,confused,video5100091062,au07,10).
entry(02600,begin_of_activity,confused,video5100091062,au17,11).
entry(02600,end_of_activity,confused,video5100091062,au24,11).
entry(02600,end_of_activity,confused,video5100091062,au28,4).
entry(02700,end_of_activity,confused,video5100091062,au07,10).
entry(02700,end_of_activity,confused,video5100091062,au17,11).
entry(02700,begin_of_activity,confused,video5100091062,au20,6).
entry(02700,begin_of_activity,confused,video5100091062,au24,12).
entry(02800,begin_of_activity,confused,video5100091062,au07,11).
entry(02800,begin_of_activity,confused,video5100091062,au17,12).
entry(02800,end_of_activity,confused,video5100091062,au20,6).
entry(02800,end_of_activity,confused,video5100091062,au24,12).
entry(02800,begin_of_activity,confused,video5100091062,au28,5).
entry(02900,end_of_activity,confused,video5100091062,au07,11).
entry(02900,end_of_activity,confused,video5100091062,au17,12).
entry(02900,begin_of_activity,confused,video5100091062,au24,13).
entry(02900,end_of_activity,confused,video5100091062,au28,5).
entry(03000,begin_of_activity,confused,video5100091062,au07,12).
entry(03000,begin_of_activity,confused,video5100091062,au10,4).
entry(03000,begin_of_activity,confused,video5100091062,au15,2).
entry(03000,begin_of_activity,confused,video5100091062,au17,13).
entry(03000,begin_of_activity,confused,video5100091062,au23,8).
entry(03000,end_of_activity,confused,video5100091062,au24,13).
entry(03100,end_of_activity,confused,video5100091062,au07,12).
entry(03100,end_of_activity,confused,video5100091062,au10,4).
entry(03100,end_of_activity,confused,video5100091062,au15,2).
entry(03100,end_of_activity,confused,video5100091062,au17,13).
entry(03100,begin_of_activity,confused,video5100091062,au20,7).
entry(03100,end_of_activity,confused,video5100091062,au23,8).
entry(03100,begin_of_activity,confused,video5100091062,au24,14).
entry(03100,begin_of_activity,confused,video5100091062,au28,6).
entry(03200,begin_of_activity,confused,video5100091062,au07,13).
entry(03200,end_of_activity,confused,video5100091062,au20,7).
entry(03200,begin_of_activity,confused,video5100091062,au23,9).
entry(03200,end_of_activity,confused,video5100091062,au24,14).
entry(03200,end_of_activity,confused,video5100091062,au28,6).
entry(03300,end_of_activity,confused,video5100091062,au07,13).
entry(03300,end_of_activity,confused,video5100091062,au23,9).
entry(03300,begin_of_activity,confused,video5100091062,au24,15).
entry(03400,end_of_activity,confused,video5100091062,au24,15).
entry(03500,begin_of_activity,confused,video5100091062,au20,8).
entry(03500,begin_of_activity,confused,video5100091062,au24,16).
entry(03600,begin_of_activity,confused,video5100091062,au17,14).
entry(03600,end_of_activity,confused,video5100091062,au20,8).
entry(03600,begin_of_activity,confused,video5100091062,au23,10).
entry(03600,end_of_activity,confused,video5100091062,au24,16).
entry(03700,begin_of_activity,confused,video5100091062,au02,0).
entry(03700,begin_of_activity,confused,video5100091062,au07,14).
entry(03700,end_of_activity,confused,video5100091062,au17,14).
entry(03700,begin_of_activity,confused,video5100091062,au20,9).
entry(03700,end_of_activity,confused,video5100091062,au23,10).
entry(03700,begin_of_activity,confused,video5100091062,au24,17).
entry(03800,end_of_activity,confused,video5100091062,au02,0).
entry(03800,begin_of_activity,confused,video5100091062,au04,1).
entry(03800,end_of_activity,confused,video5100091062,au07,14).
entry(03800,begin_of_activity,confused,video5100091062,au17,15).
entry(03800,end_of_activity,confused,video5100091062,au20,9).
entry(03800,end_of_activity,confused,video5100091062,au24,17).
