AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription
0.35547447200000004,0.4371038973,0.2897708714,0.39393559100000003,0.1721814871,0.0,0.4769669771,0.8383336663000001,0.49293476340000003,0.2419701666,0.479044348,0.6038221121,0.5770011544,1.0,0.4977623224,0.4326050282,0.0333499499,0.1357476711,0.11476380380000001,0.5143681169000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_10371709.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8383336663; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.6038221121; Chin Raiser, using the muscles: Mentalis, with a value of 0.5770011544; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.5143681169; "
0.3969277442,0.4249138236,0.3828142881,0.447024405,0.0765881464,0.0,0.1633539498,0.0034356867,0.46943268180000003,0.0396268703,0.346139729,0.0492530055,0.48465812210000003,1.0,0.6681539416000001,0.4239908457,0.2755764127,0.1678012013,0.0235972945,0.022329667600000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_10598340.jpg,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6681539416; "
0.2788018584,0.3873806596,0.6247906685,0.46238708500000003,0.3505167067,1.0,0.6564567089000001,0.0221593492,0.47176632290000003,0.34878176450000004,0.6902246475,0.0210649651,0.2560636401,1.0,0.2792086303,0.3342858255,0.9827887416000001,0.1591469049,0.20529222490000001,0.5123741627,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_1070239.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.6902246475; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9827887416; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.5123741627; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11050021.jpg,
0.3107530773,0.4256680608,0.6039938927,0.3304392695,0.7006072402,1.0,0.6768245697,0.9029289484,0.4720356464,0.3921260238,0.7460150123,0.2389292121,0.658537209,0.0,0.3733125031,0.4579185545,0.1635108888,0.09935319420000001,0.0213950984,0.8583635688,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11550217.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9029289484; Dimpler, using the muscles: Buccinator, with a value of 0.7460150123; Chin Raiser, using the muscles: Mentalis, with a value of 0.658537209; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.8583635688; "
0.2401629686,0.426076591,0.5640676618,0.7278738618,0.13543249670000002,1.0,0.2506046891,0.0753186643,0.49372842910000003,0.36775520440000004,0.618226707,0.0654574931,0.3160924613,1.0,0.2587987483,0.3271669745,0.6995434165000001,0.46596905590000004,0.0074207047,0.0487454124,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11652168.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.618226707; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6995434165; "
0.24331218000000002,0.4883082211,0.5233587027000001,0.32109197970000003,0.6059860587,1.0,0.411326617,0.0358548723,0.46910128,0.5891704559000001,0.6070395112,0.1320540309,0.4834000766,0.0,0.2725649476,0.4485369623,0.0195488278,0.0571566746,0.4755690396,0.3462599814,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11660541.jpg,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5891704559; Dimpler, using the muscles: Buccinator, with a value of 0.6070395112; "
0.3096456826,0.34402889010000004,0.5310493708,0.317078799,0.1360155046,0.0,0.41869866850000004,0.3357245922,0.4638166428,0.0611126944,0.23784503340000002,0.46203950050000003,0.7002621889,0.0,0.4637924731,0.4544275105,0.37287727,0.1632981449,0.0923858285,0.4141055346,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11732399.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.7002621889; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11753994.jpg,
0.2531109452,0.4191277027,0.6356804967,0.39393574000000003,0.5428538322,0.0,0.5953654647000001,0.4940068722,0.46950441600000004,0.2187431753,0.4616268873,0.5221354961,0.5596887469,0.0,0.2753212452,0.46975106,0.0024443867,0.14726245400000001,0.1035765857,0.32709360120000003,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/disgust/Training_11871637.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5221354961; Chin Raiser, using the muscles: Mentalis, with a value of 0.5596887469; "
