AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription
0.4405757487,0.4956254959,0.092330642,0.7254739404,0.07315615560000001,0,0.2022491395,0.38973203300000003,0.46162676810000003,0.051001519,0.21975441280000002,0.1877306849,0.5314139128,0,0.3670961857,0.4679731131,0.00020886180000000002,0.0625491068,0.038289714600000004,0.032336827400000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0001.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5314139128; "
0.340716958,0.5162867904,0.0845349953,0.6669231057,0.0985271409,0,0.17666840550000001,0.4808018208,0.46791374680000003,0.0435182452,0.19257433710000002,0.4048498571,0.5818811655,0,0.31760582330000003,0.4677244425,0.0021399406,0.12194678190000001,0.053061246900000004,0.0452629812,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0002.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5818811655; "
0.4752876163,0.5117199421,0.1543305963,0.7349184752,0.0845144615,0,0.1760423481,0.2535273433,0.46492847800000003,0.0502930246,0.1976729184,0.344239831,0.5869370699,0,0.2704868615,0.4628751278,0.007112724700000001,0.11962537470000001,0.0483634956,0.06514593960000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0003.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5869370699; "
0.46981263160000003,0.4859127998,0.2589904666,0.7115638852,0.1526088417,0,0.242819801,0.4732566774,0.4640636742,0.0698070154,0.1359110028,0.5460386872,0.6005603671,0,0.3339164555,0.4611967504,0.103115961,0.10043475780000001,0.0435203388,0.0357895382,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0004.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5460386872; Chin Raiser, using the muscles: Mentalis, with a value of 0.6005603671; "
0.3612801731,0.4818785787,0.2029975504,0.7689580321,0.1288371384,0,0.1994932294,0.2798459232,0.4649310112,0.044270101900000004,0.1297129542,0.5009288788,0.6459956765,0,0.3185790777,0.5366070271,0.0069179563,0.215623945,0.0708737522,0.0428548977,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0005.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5009288788; Chin Raiser, using the muscles: Mentalis, with a value of 0.6459956765; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5366070271; "
0.3730530441,0.48272702100000003,0.3766012788,0.7608634830000001,0.12259693440000001,1,0.2299643904,0.8994768858000001,0.4658471346,0.043681867400000005,0.1432446688,0.8219067454000001,0.6934772134,0,0.20300844310000002,0.46267053480000003,0.078880474,0.2689148784,0.042323947,0.0264476761,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0006.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8994768858; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.8219067454; Chin Raiser, using the muscles: Mentalis, with a value of 0.6934772134; "
0.3669727445,0.5193090439,0.1199181601,0.7715138793,0.1105825827,0,0.17721074820000002,0.0981802046,0.4650459588,0.0733456016,0.12456683810000001,0.5297908783,0.6719369888000001,0,0.30626192690000004,0.46149146560000004,0.0149566717,0.1260483712,0.08832035960000001,0.037532772900000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0007.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5297908783; Chin Raiser, using the muscles: Mentalis, with a value of 0.6719369888; "
0.39645177130000003,0.46903759240000004,0.2012521029,0.6895329952,0.1191458851,0,0.23622080680000002,0.030078293800000003,0.4661585391,0.047015164000000005,0.1338223219,0.6816620231,0.6558244824,0,0.28158098460000003,0.4629212022,0.010732423500000001,0.16762773690000002,0.0643400997,0.0329194367,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0008.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.6816620231; Chin Raiser, using the muscles: Mentalis, with a value of 0.6558244824; "
0.4572745264,0.4916060269,0.2388891578,0.6663332582,0.12223252650000001,0,0.2074529827,0.0354330987,0.4662364423,0.0532828495,0.1345255971,0.5495817661,0.6109797359,0,0.3281520307,0.4613366425,0.1288079768,0.1665563881,0.0862042159,0.0462376922,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0009.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5495817661; Chin Raiser, using the muscles: Mentalis, with a value of 0.6109797359; "
0.5095306635,0.5003957748,0.2144158334,0.7235273719,0.1245247647,0,0.26319369670000003,0.039513234,0.4685652256,0.0631400049,0.1364301443,0.6167210937000001,0.6707407832000001,0,0.2154799402,0.46062895660000003,0.0224839356,0.1907662302,0.0587511584,0.0461571999,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/Looking Away/0010.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.6167210937; Chin Raiser, using the muscles: Mentalis, with a value of 0.6707407832; "
