AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription
0.44285124540000004,0.4724843502,0.4534263611,0.42804837230000004,0.2618364096,1.0,0.38274231550000004,0.8897916675,0.49431648850000004,0.2205646932,0.3080595732,0.8548264503,0.5450885296,0.0,0.4081270099,0.4720041156,0.0058989404,0.1980011761,0.0975568071,0.18577604,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10002154.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8897916675; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.8548264503; Chin Raiser, using the muscles: Mentalis, with a value of 0.5450885296; "
0.330875963,0.5190040469,0.4866692126,0.5186929703000001,0.1273311377,0.0,0.2458778918,0.3097281456,0.46202075480000004,0.2590400577,0.44328713420000004,0.6956008077,0.5854794383,0.0,0.4487859309,0.5980044603,0.0170815624,0.0978700146,0.1967279911,0.027916280600000003,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10031781.jpg,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.6956008077; Chin Raiser, using the muscles: Mentalis, with a value of 0.5854794383; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5980044603; "
0.4061484039,0.5349509716,0.5084461570000001,0.7301746011,0.0705754086,0.0,0.1010858268,0.0104475552,0.4629499018,0.08931729940000001,0.4780042171,0.1528430581,0.4876989424,1.0,0.1981206983,0.6031847,0.045808848000000006,0.1674964428,0.0864023939,0.021759139400000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10055498.jpg,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6031847; "
0.17959225180000002,0.49219250680000004,0.5700081587,0.6114695668,0.2393175364,0.0,0.29405432940000004,0.1096018702,0.4744681418,0.1368792951,0.4778732061,0.2021688819,0.5542676449,0.0,0.2712310255,0.47136586900000005,0.004128322,0.0981149524,0.061543431100000004,0.0244433116,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10059941.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5542676449; "
0.3374435008,0.4417017996,0.30171126130000003,0.7287951112000001,0.11069011690000001,0.0,0.1587806046,0.0106001133,0.4727597237,0.0655240193,0.7342897058000001,0.3760014772,0.6620990038,0.0,0.33571082350000003,0.49708288910000004,0.020821860100000002,0.2345369011,0.1342638284,0.0376887619,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10078021.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.7342897058; Chin Raiser, using the muscles: Mentalis, with a value of 0.6620990038; "
0.3444212079,0.41173818710000004,0.6794145107,0.6603783369,0.1192914099,0.0,0.2266624868,0.2582321167,0.46931239960000004,0.0456660502,0.24964039030000001,0.2459432781,0.5751750469,0.0,0.1689995229,0.47158283,0.0586425215,0.0644724816,0.038095478,0.0912969336,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10081559.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5751750469; "
0.32303074,0.4053593278,0.39042353630000004,0.30589875580000003,0.29258778690000004,1.0,0.3492193818,0.2591992319,0.4771795273,0.5532613993000001,0.5391172171,0.44809466600000003,0.5164823532,1.0,0.5236631632000001,0.5918813944,0.4632193148,0.1664746255,0.1222726777,0.46798434850000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10082848.jpg,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5532613993; Dimpler, using the muscles: Buccinator, with a value of 0.5391172171; Chin Raiser, using the muscles: Mentalis, with a value of 0.5164823532; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5236631632; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5918813944; "
0.25054124,0.4555900693,0.4221946895,0.5090020895,0.24961495400000003,1.0,0.3497260809,0.1248301789,0.47072038050000004,0.2708719075,0.7419967651,0.3671481311,0.6665911078,1.0,0.46470311280000004,0.4363452494,0.9266585708,0.1785987318,0.0228401627,0.2239532024,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10083265.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.7419967651; Chin Raiser, using the muscles: Mentalis, with a value of 0.6665911078; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9266585708; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10088257.jpg,
0.3752302229,0.4921353161,0.120150581,0.488463819,0.1261591911,0.0,0.1998529583,0.018892698000000003,0.46932089330000004,0.0974221379,0.4192968905,0.45977440480000004,0.5498782992,0.0,0.43769639730000004,0.4862296581,0.0733971149,0.0933603793,0.09887021780000001,0.0806949064,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/neutral/Training_10133788.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5498782992; "
