entry(00000,begin_of_process,confused,video4100291048,start,1).
entry(00001,begin_of_activity,confused,video4100291048,au07,1).
entry(00002,begin_of_activity,confused,video4100291048,au17,1).
entry(00003,begin_of_activity,confused,video4100291048,au23,1).
entry(00004,begin_of_activity,confused,video4100291048,au24,1).
entry(00005,begin_of_activity,confused,video4100291048,au25,1).
entry(00100,end_of_activity,confused,video4100291048,au07,1).
entry(00101,end_of_activity,confused,video4100291048,au17,1).
entry(00102,end_of_activity,confused,video4100291048,au23,1).
entry(00103,end_of_activity,confused,video4100291048,au24,1).
entry(00104,end_of_activity,confused,video4100291048,au25,1).
entry(00200,begin_of_activity,confused,video4100291048,au04,1).
entry(00201,begin_of_activity,confused,video4100291048,au17,2).
entry(00202,begin_of_activity,confused,video4100291048,au24,2).
entry(00300,end_of_activity,confused,video4100291048,au04,1).
entry(00301,begin_of_activity,confused,video4100291048,au07,2).
entry(00302,end_of_activity,confused,video4100291048,au17,2).
entry(00303,begin_of_activity,confused,video4100291048,au23,2).
entry(00304,end_of_activity,confused,video4100291048,au24,2).
entry(00400,end_of_activity,confused,video4100291048,au07,2).
entry(00401,begin_of_activity,confused,video4100291048,au17,3).
entry(00402,end_of_activity,confused,video4100291048,au23,2).
entry(00500,begin_of_activity,confused,video4100291048,au02,1).
entry(00501,begin_of_activity,confused,video4100291048,au07,3).
entry(00502,end_of_activity,confused,video4100291048,au17,3).
entry(00503,begin_of_activity,confused,video4100291048,au23,3).
entry(00504,begin_of_activity,confused,video4100291048,au24,3).
entry(00600,end_of_activity,confused,video4100291048,au02,1).
entry(00601,end_of_activity,confused,video4100291048,au07,3).
entry(00602,begin_of_activity,confused,video4100291048,au17,4).
entry(00603,end_of_activity,confused,video4100291048,au23,3).
entry(00604,end_of_activity,confused,video4100291048,au24,3).
entry(00700,begin_of_activity,confused,video4100291048,au04,2).
entry(00701,begin_of_activity,confused,video4100291048,au10,1).
entry(00702,end_of_activity,confused,video4100291048,au17,4).
entry(00703,begin_of_activity,confused,video4100291048,au23,4).
entry(00704,begin_of_activity,confused,video4100291048,au24,4).
entry(00800,end_of_activity,confused,video4100291048,au04,2).
entry(00801,begin_of_activity,confused,video4100291048,au07,4).
entry(00802,end_of_activity,confused,video4100291048,au10,1).
entry(00803,end_of_activity,confused,video4100291048,au23,4).
entry(00804,end_of_activity,confused,video4100291048,au24,4).
entry(00900,end_of_activity,confused,video4100291048,au07,4).
entry(00901,begin_of_activity,confused,video4100291048,au10,2).
entry(00902,begin_of_activity,confused,video4100291048,au17,5).
entry(00903,begin_of_activity,confused,video4100291048,au23,5).
entry(00904,begin_of_activity,confused,video4100291048,au24,5).
entry(01000,begin_of_activity,confused,video4100291048,au07,5).
entry(01001,end_of_activity,confused,video4100291048,au10,2).
entry(01002,end_of_activity,confused,video4100291048,au17,5).
entry(01003,end_of_activity,confused,video4100291048,au23,5).
entry(01004,end_of_activity,confused,video4100291048,au24,5).
entry(01100,begin_of_activity,confused,video4100291048,au04,3).
entry(01101,end_of_activity,confused,video4100291048,au07,5).
entry(01200,end_of_activity,confused,video4100291048,au04,3).
entry(01201,begin_of_activity,confused,video4100291048,au17,6).
entry(01300,begin_of_activity,confused,video4100291048,au02,2).
entry(01301,end_of_activity,confused,video4100291048,au17,6).
entry(01302,begin_of_activity,confused,video4100291048,au23,6).
entry(01303,begin_of_activity,confused,video4100291048,au24,6).
entry(01400,end_of_activity,confused,video4100291048,au02,2).
entry(01401,begin_of_activity,confused,video4100291048,au07,6).
entry(01402,begin_of_activity,confused,video4100291048,au10,3).
entry(01403,begin_of_activity,confused,video4100291048,au17,7).
entry(01404,end_of_activity,confused,video4100291048,au23,6).
entry(01405,end_of_activity,confused,video4100291048,au24,6).
entry(01406,begin_of_activity,confused,video4100291048,au43,1).
entry(01500,begin_of_activity,confused,video4100291048,au02,3).
entry(01501,end_of_activity,confused,video4100291048,au07,6).
entry(01502,end_of_activity,confused,video4100291048,au10,3).
entry(01503,end_of_activity,confused,video4100291048,au17,7).
entry(01504,begin_of_activity,confused,video4100291048,au23,7).
entry(01505,end_of_activity,confused,video4100291048,au43,1).
entry(01600,end_of_activity,confused,video4100291048,au02,3).
entry(01601,begin_of_activity,confused,video4100291048,au04,4).
entry(01602,begin_of_activity,confused,video4100291048,au07,7).
entry(01603,begin_of_activity,confused,video4100291048,au17,8).
entry(01604,end_of_activity,confused,video4100291048,au23,7).
entry(01605,begin_of_activity,confused,video4100291048,au24,7).
entry(01606,begin_of_activity,confused,video4100291048,au43,2).
entry(01700,end_of_activity,confused,video4100291048,au04,4).
entry(01701,end_of_activity,confused,video4100291048,au07,7).
entry(01702,begin_of_activity,confused,video4100291048,au15,1).
entry(01703,end_of_activity,confused,video4100291048,au17,8).
entry(01704,begin_of_activity,confused,video4100291048,au23,8).
entry(01705,end_of_activity,confused,video4100291048,au24,7).
entry(01706,end_of_activity,confused,video4100291048,au43,2).
entry(01800,begin_of_activity,confused,video4100291048,au02,4).
entry(01801,begin_of_activity,confused,video4100291048,au04,5).
entry(01802,end_of_activity,confused,video4100291048,au15,1).
entry(01803,begin_of_activity,confused,video4100291048,au17,9).
entry(01804,end_of_activity,confused,video4100291048,au23,8).
entry(01805,begin_of_activity,confused,video4100291048,au24,8).
entry(01900,end_of_activity,confused,video4100291048,au02,4).
entry(01901,end_of_activity,confused,video4100291048,au04,5).
entry(01902,begin_of_activity,confused,video4100291048,au07,8).
entry(01903,begin_of_activity,confused,video4100291048,au10,4).
entry(01904,end_of_activity,confused,video4100291048,au17,9).
entry(01905,end_of_activity,confused,video4100291048,au24,8).
entry(02000,end_of_activity,confused,video4100291048,au07,8).
entry(02001,end_of_activity,confused,video4100291048,au10,4).
entry(02002,begin_of_activity,confused,video4100291048,au17,10).
entry(02003,begin_of_activity,confused,video4100291048,au23,9).
entry(02004,begin_of_activity,confused,video4100291048,au24,9).
entry(02100,end_of_activity,confused,video4100291048,au17,10).
entry(02101,end_of_activity,confused,video4100291048,au23,9).
entry(02102,end_of_activity,confused,video4100291048,au24,9).
entry(02200,begin_of_activity,confused,video4100291048,au07,9).
entry(02201,begin_of_activity,confused,video4100291048,au17,11).
entry(02202,begin_of_activity,confused,video4100291048,au23,10).
entry(02203,begin_of_activity,confused,video4100291048,au24,10).
entry(02300,begin_of_activity,confused,video4100291048,au02,5).
entry(02301,end_of_activity,confused,video4100291048,au07,9).
entry(02302,end_of_activity,confused,video4100291048,au17,11).
entry(02303,end_of_activity,confused,video4100291048,au23,10).
entry(02304,end_of_activity,confused,video4100291048,au24,10).
entry(02400,end_of_activity,confused,video4100291048,au02,5).
