entry(00000,begin_of_process,confused,video3100622024,start,1).
entry(00001,begin_of_activity,confused,video3100622024,au24,1).
entry(00100,end_of_activity,confused,video3100622024,au24,1).
entry(00200,begin_of_activity,confused,video3100622024,au07,1).
entry(00300,end_of_activity,confused,video3100622024,au07,1).
entry(00301,begin_of_activity,confused,video3100622024,au15,1).
entry(00400,begin_of_activity,confused,video3100622024,au04,1).
entry(00401,end_of_activity,confused,video3100622024,au15,1).
entry(00500,end_of_activity,confused,video3100622024,au04,1).
entry(00600,begin_of_activity,confused,video3100622024,au04,2).
entry(00601,begin_of_activity,confused,video3100622024,au23,1).
entry(00602,begin_of_activity,confused,video3100622024,au25,1).
entry(00700,end_of_activity,confused,video3100622024,au04,2).
entry(00701,end_of_activity,confused,video3100622024,au23,1).
entry(00702,end_of_activity,confused,video3100622024,au25,1).
entry(00800,begin_of_activity,confused,video3100622024,au04,3).
entry(00801,begin_of_activity,confused,video3100622024,au23,2).
entry(00900,end_of_activity,confused,video3100622024,au04,3).
entry(00901,end_of_activity,confused,video3100622024,au23,2).
entry(00902,begin_of_activity,confused,video3100622024,au25,2).
entry(01000,begin_of_activity,confused,video3100622024,au04,4).
entry(01001,end_of_activity,confused,video3100622024,au25,2).
entry(01100,end_of_activity,confused,video3100622024,au04,4).
entry(01101,begin_of_activity,confused,video3100622024,au24,2).
entry(01200,begin_of_activity,confused,video3100622024,au04,5).
entry(01201,begin_of_activity,confused,video3100622024,au17,1).
entry(01202,end_of_activity,confused,video3100622024,au24,2).
entry(01300,end_of_activity,confused,video3100622024,au04,5).
entry(01301,end_of_activity,confused,video3100622024,au17,1).
entry(01302,begin_of_activity,confused,video3100622024,au24,3).
entry(01400,begin_of_activity,confused,video3100622024,au04,6).
entry(01401,begin_of_activity,confused,video3100622024,au07,2).
entry(01402,end_of_activity,confused,video3100622024,au24,3).
entry(01403,begin_of_activity,confused,video3100622024,au25,3).
entry(01500,end_of_activity,confused,video3100622024,au04,6).
entry(01501,end_of_activity,confused,video3100622024,au07,2).
entry(01502,begin_of_activity,confused,video3100622024,au17,2).
entry(01503,end_of_activity,confused,video3100622024,au25,3).
entry(01600,begin_of_activity,confused,video3100622024,au04,7).
entry(01601,begin_of_activity,confused,video3100622024,au15,2).
entry(01602,end_of_activity,confused,video3100622024,au17,2).
entry(01700,end_of_activity,confused,video3100622024,au04,7).
entry(01701,begin_of_activity,confused,video3100622024,au07,3).
entry(01702,end_of_activity,confused,video3100622024,au15,2).
entry(01800,begin_of_activity,confused,video3100622024,au04,8).
entry(01801,end_of_activity,confused,video3100622024,au07,3).
entry(01900,end_of_activity,confused,video3100622024,au04,8).
entry(01901,begin_of_activity,confused,video3100622024,au07,4).
entry(02000,begin_of_activity,confused,video3100622024,au04,9).
entry(02001,end_of_activity,confused,video3100622024,au07,4).
entry(02100,end_of_activity,confused,video3100622024,au04,9).
entry(02200,begin_of_activity,confused,video3100622024,au04,10).
entry(02300,end_of_activity,confused,video3100622024,au04,10).
entry(02301,begin_of_activity,confused,video3100622024,au07,5).
entry(02400,begin_of_activity,confused,video3100622024,au04,11).
entry(02401,end_of_activity,confused,video3100622024,au07,5).
entry(02500,end_of_activity,confused,video3100622024,au04,11).
entry(02600,begin_of_activity,confused,video3100622024,au04,12).
entry(02601,begin_of_activity,confused,video3100622024,au07,6).
entry(02700,end_of_activity,confused,video3100622024,au04,12).
entry(02701,end_of_activity,confused,video3100622024,au07,6).
entry(02800,begin_of_activity,confused,video3100622024,au04,13).
entry(02900,end_of_activity,confused,video3100622024,au04,13).
entry(03000,begin_of_activity,confused,video3100622024,au04,14).
entry(03001,begin_of_activity,confused,video3100622024,au25,4).
entry(03100,end_of_activity,confused,video3100622024,au04,14).
entry(03101,begin_of_activity,confused,video3100622024,au07,7).
entry(03102,end_of_activity,confused,video3100622024,au25,4).
entry(03200,begin_of_activity,confused,video3100622024,au04,15).
entry(03201,end_of_activity,confused,video3100622024,au07,7).
