entry(00000,begin_of_process,confused,video2100572038,start,1).
entry(00001,begin_of_activity,confused,video2100572038,au17,1).
entry(00002,begin_of_activity,confused,video2100572038,au24,1).
entry(00100,end_of_activity,confused,video2100572038,au17,1).
entry(00101,end_of_activity,confused,video2100572038,au24,1).
entry(00200,begin_of_activity,confused,video2100572038,au17,2).
entry(00201,begin_of_activity,confused,video2100572038,au24,2).
entry(00300,begin_of_activity,confused,video2100572038,au14,1).
entry(00301,end_of_activity,confused,video2100572038,au17,2).
entry(00302,end_of_activity,confused,video2100572038,au24,2).
entry(00400,begin_of_activity,confused,video2100572038,au07,1).
entry(00401,end_of_activity,confused,video2100572038,au14,1).
entry(00402,begin_of_activity,confused,video2100572038,au17,3).
entry(00403,begin_of_activity,confused,video2100572038,au24,3).
entry(00500,end_of_activity,confused,video2100572038,au07,1).
entry(00501,end_of_activity,confused,video2100572038,au17,3).
entry(00502,end_of_activity,confused,video2100572038,au24,3).
entry(00600,begin_of_activity,confused,video2100572038,au17,4).
entry(00601,begin_of_activity,confused,video2100572038,au24,4).
entry(00700,begin_of_activity,confused,video2100572038,au10,1).
entry(00701,begin_of_activity,confused,video2100572038,au14,2).
entry(00702,end_of_activity,confused,video2100572038,au17,4).
entry(00703,end_of_activity,confused,video2100572038,au24,4).
entry(00800,begin_of_activity,confused,video2100572038,au07,2).
entry(00801,end_of_activity,confused,video2100572038,au10,1).
entry(00802,end_of_activity,confused,video2100572038,au14,2).
entry(00803,begin_of_activity,confused,video2100572038,au17,5).
entry(00804,begin_of_activity,confused,video2100572038,au24,5).
entry(00900,end_of_activity,confused,video2100572038,au07,2).
entry(00901,begin_of_activity,confused,video2100572038,au10,2).
entry(00902,begin_of_activity,confused,video2100572038,au14,3).
entry(00903,end_of_activity,confused,video2100572038,au17,5).
entry(00904,end_of_activity,confused,video2100572038,au24,5).
entry(01000,begin_of_activity,confused,video2100572038,au07,3).
entry(01001,end_of_activity,confused,video2100572038,au10,2).
entry(01002,end_of_activity,confused,video2100572038,au14,3).
entry(01003,begin_of_activity,confused,video2100572038,au17,6).
entry(01004,begin_of_activity,confused,video2100572038,au24,6).
entry(01100,end_of_activity,confused,video2100572038,au07,3).
entry(01101,begin_of_activity,confused,video2100572038,au10,3).
entry(01102,end_of_activity,confused,video2100572038,au17,6).
entry(01103,end_of_activity,confused,video2100572038,au24,6).
entry(01200,end_of_activity,confused,video2100572038,au10,3).
entry(01201,begin_of_activity,confused,video2100572038,au14,4).
entry(01202,begin_of_activity,confused,video2100572038,au17,7).
entry(01203,begin_of_activity,confused,video2100572038,au24,7).
entry(01300,end_of_activity,confused,video2100572038,au14,4).
entry(01301,end_of_activity,confused,video2100572038,au17,7).
entry(01302,end_of_activity,confused,video2100572038,au24,7).
entry(01400,begin_of_activity,confused,video2100572038,au17,8).
entry(01401,begin_of_activity,confused,video2100572038,au24,8).
entry(01500,begin_of_activity,confused,video2100572038,au10,4).
entry(01501,begin_of_activity,confused,video2100572038,au14,5).
