AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input
0.5132502317000001,0.6031898856,0.5180366039000001,0.311137259,0.1951496899,1,0.43083751200000003,0.0063890475,0.4785833955,0.1010677814,0.3308707476,0.2809856236,0.4725188315,0,0.3870773315,0.5731186867,0.057073604300000004,0.2642272115,0.0512150899,0.5261459351000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0001.jpg
0.4416780174,0.4978150725,0.3116008937,0.36217960720000003,0.1366314441,0,0.3227326274,0.0996656269,0.4695355594,0.1543736756,0.33001586790000004,0.5798193812,0.5325644016000001,0,0.6240670085000001,0.46416059140000004,0.0010481402,0.0990584046,0.42864209410000004,0.0350513272,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0002.jpg
0.5226637721,0.5367850065,0.3258090615,0.3380766511,0.1427253634,0,0.34252241250000004,0.0167241935,0.4681229591,0.12942290310000001,0.2118254453,0.4405939877,0.5113672018000001,0,0.4106880128,0.48178946970000003,0.0030822619,0.0734450445,0.1107589975,0.0238139573,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0003.jpg
0.40211969610000003,0.49840852620000003,0.5617684126,0.3707348704,0.137483567,0,0.2973079681,0.028914375200000002,0.4709965587,0.0953065157,0.2122991383,0.3768228292,0.48349803690000004,0,0.4607559144,0.4789178371,0.0179780517,0.0631060377,0.45895871520000003,0.0575922206,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0014.jpg
0.38529092070000004,0.4554716051,0.418664217,0.3805880547,0.12475202980000001,0,0.3007443249,0.0198955294,0.4687417448,0.08852738140000001,0.1501368284,0.48712453250000004,0.49505802990000003,0,0.3655885458,0.4657081068,0.0009583278000000001,0.059997037100000004,0.310033828,0.037929881400000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0015.jpg
0.3722707629,0.5558441877,0.4105612934,0.41242408750000004,0.1599028558,0,0.2408302277,0.0040349835,0.46601027250000004,0.1100530848,0.17358100410000002,0.3361069262,0.5387126207,0,0.3538107574,0.5419179201000001,0.0041378117,0.10615278040000001,0.1826511919,0.0296627674,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0016.jpg
0.5259085298,0.462146312,0.2773771584,0.3964505494,0.1529098898,0,0.2454343438,0.038145218,0.4672171772,0.1332681328,0.3694312871,0.6907190681,0.5197275877,0,0.5202170014,0.4717349112,0.0033818618,0.07749106730000001,0.1007950529,0.031390469500000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0017.jpg
0.5212722421,0.4659649134,0.4203621745,0.380042702,0.1436200142,0,0.2866719961,0.0996581987,0.4664443433,0.0889594927,0.178861618,0.3235463202,0.4822674394,0,0.4181294441,0.5411216617,0.0012538979,0.0894911736,0.14670495690000002,0.022433878900000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0018.jpg
0.4611437023,0.5260220766,0.33969473840000003,0.3645087779,0.1265419722,1,0.34344062210000004,0.14479771260000002,0.4694850743,0.0963980183,0.1536372006,0.2027890682,0.5650126338,0,0.4276981354,0.5370201468,0.0097369459,0.17796646060000001,0.48581722380000003,0.2799294889,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0019.jpg
0.5174203515,0.5101451278,0.30514162780000004,0.30146873,0.14030624930000002,0,0.392244339,0.0470148548,0.4646145403,0.1251540929,0.17274370790000002,0.1822961271,0.6191552877000001,0,0.48743253950000004,0.5838154554,0.0019125228,0.17764574290000001,0.5372059345,0.6273515821,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0020.jpg
0.45802569390000003,0.5551027656,0.47809854150000003,0.3905945718,0.1138642505,0,0.2965044975,0.1616072655,0.4982813895,0.0967604965,0.5005564690000001,0.29242768880000003,0.5611363649000001,0,0.4067219794,0.5443735719,0.0041189892,0.09288815410000001,0.2087816894,0.7201666236,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0021.jpg
0.5295134783000001,0.5306871533,0.38351154330000004,0.3852608502,0.1005877703,0,0.2795183063,0.5328171849000001,0.4712021947,0.0684236735,0.4338480234,0.5511737466000001,0.597076118,0,0.4828158021,0.45725271110000004,0.019251056000000002,0.1018003002,0.07997583600000001,0.5526011586,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0022.jpg
0.4064179659,0.5635774732000001,0.5649570227,0.3137735128,0.096013464,0,0.3615040183,0.0824584886,0.4926176071,0.0769319683,0.43321406840000004,0.5934806466,0.552144587,0,0.48710688950000003,0.46717169880000003,0.0021407870000000003,0.0911313742,0.2514625192,0.738470614,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0031.jpg
0.434197098,0.47645995020000004,0.35036960240000004,0.3492456973,0.1028282642,1,0.3889981806,0.1979535967,0.4712047875,0.0907989815,0.3107722402,0.46601668,0.6368085742,0,0.3815194964,0.4664715827,0.0052255536,0.0823258236,0.1367389262,0.6545178294,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0032.jpg
0.3373762965,0.5419782996,0.5161123872,0.346114397,0.0851239562,0,0.2507993579,0.0915416628,0.470679909,0.045131973900000004,0.31470948460000003,0.2737314701,0.6088949442,0,0.2883410752,0.4507935047,0.012469285200000001,0.0478902012,0.1505355239,0.2612558305,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0033.jpg
0.2725220323,0.4981084764,0.3549418151,0.3647153676,0.1071575209,1,0.338904798,0.42910268900000004,0.46644082670000003,0.07512241600000001,0.3189290762,0.4215928316,0.5717343092,0,0.6125184298,0.4611572921,0.0199273303,0.056483842400000005,0.2923616469,0.4626291394,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0034.jpg
0.2937924564,0.5058153868,0.3510588109,0.36555969720000003,0.1341959685,0,0.3340148032,0.3481388092,0.4682129323,0.0874426663,0.3702824712,0.31676620240000003,0.5989850163,0,0.3717136085,0.4507935047,0.023016361500000002,0.1077255681,0.46524491910000004,0.7328936458,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0035.jpg
0.4428644478,0.5321884155000001,0.4225128293,0.3572230041,0.0944002569,0,0.3291283548,0.9268708825,0.46751120690000003,0.0644647107,0.44920915370000003,0.21159446240000002,0.5977253318,0,0.2989221811,0.4440115094,0.002623247,0.1155722812,0.11530864240000001,0.4026595354,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/Student-engagement-dataset/Not engaged/bored/0036.jpg
