AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10118481.jpg
0.2236708105,0.3706816435,0.3551472425,0.5049215555000001,0.27295690770000003,0.0,0.3717561662,0.2347007841,0.4748921096,0.4032402337,0.6780878901,0.1775229275,0.5141521096,1.0,0.3111847937,0.5893575549,0.0382878669,0.1443358511,0.0854154974,0.14330142740000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10120469.jpg
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10131352.jpg
0.4247693121,0.5186855197,0.38610044120000003,0.3985002935,0.34576058390000003,1.0,0.2904801667,0.5955476761,0.47611612080000004,0.287329644,0.4086086452,0.4505497813,0.4629844725,0.0,0.32316717510000004,0.4661585391,0.0397530906,0.234690696,0.0180715658,0.4496518672,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10161559.jpg
0.4231828153,0.5276075602,0.3937403262,0.4287229776,0.1135506034,0.0,0.1942444146,0.7180262804,0.4600919485,0.10066224630000001,0.09161209320000001,0.1215334088,0.3428357542,1.0,0.3546114564,0.4264972508,0.7337819338,0.37075844410000003,0.0613964722,0.0662014261,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_1021836.jpg
0.2771541178,0.4021423161,0.4742030203,0.36877509950000004,0.0826346055,0.0,0.1340734065,0.2025145739,0.4661272168,0.0236362666,0.1002486199,0.2801986635,0.4024181068,0.0,0.1613131464,0.4236075878,0.172396183,0.2103794366,0.0795450136,0.0464565232,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10269675.jpg
0.2491468191,0.3938271701,0.2959119678,0.3677228987,0.4844600558,0.0,0.4912558496,0.0297580138,0.47851553560000004,0.4417607784,0.36772078280000003,0.6214288473,0.663244009,0.0,0.5576015711,0.5860345364,0.0855622068,0.1343364269,0.1312126219,0.11318343880000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10278738.jpg
0.5161437392,0.4573715627,0.8662556410000001,0.2413738072,0.20377109940000002,0.0,0.8109424114,0.0049188519,0.46904283760000004,0.2079049647,0.33436578510000003,0.1068341956,0.2610337138,1.0,0.24599988760000002,0.4460653067,0.9995336533,0.6483603716,0.0008988814000000001,0.6498551965,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10290703.jpg
0.26419651510000003,0.3839016259,0.2637596726,0.4167656004,0.7661702037,1.0,0.4161978066,0.9016986489000001,0.4978218079,0.8198549151000001,0.4611781836,0.3839600086,0.2030704468,1.0,0.1395243555,0.3271669745,0.9993385673,0.5660219193,0.0237896107,0.049108784600000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10295477.jpg
0.38330218200000005,0.43239036200000003,0.6632066369,0.3527768254,0.2697903216,1.0,0.4939336777,0.81594491,0.5038464069,0.38023731110000003,0.4520661533,0.2414534837,0.301209718,1.0,0.2052654773,0.3511737883,0.9968357682000001,0.5872001052,0.0551773533,0.38174507020000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10315441.jpg
0.3786022961,0.40807530280000004,0.2947776318,0.705286026,0.1117457449,0.0,0.09778817740000001,0.018686024500000002,0.4828317165,0.1057996154,0.3119349778,0.31051179770000004,0.46622833610000003,0.0,0.49338543420000003,0.5704263449,0.0918354914,0.11137886350000001,0.0683105066,0.0643290207,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10316849.jpg
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10333072.jpg
0.1512914896,0.5227152705,0.4497182071,0.3844504952,0.1477876753,0.0,0.2543238103,0.4320857227,0.46439707280000003,0.21986122430000002,0.6015841961,0.1782814562,0.6211906075,0.0,0.3993335068,0.6093533635,0.015292239400000001,0.0897426531,0.0581574626,0.027711274100000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10334355.jpg
0.2527515292,0.4448127449,0.5412977338,0.3720910847,0.1998988241,1.0,0.6705644131,0.5702593327000001,0.4692676663,0.1677085906,0.5649024844,0.2865642905,0.37457343940000004,1.0,0.2225286216,0.36467596890000004,0.9672685862,0.2867890596,0.024772584400000002,0.34877482060000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10345473.jpg
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10422050.jpg
0.5504944324000001,0.5003960729,0.1629861295,0.5483955145,0.0652917698,0.0,0.13643313940000001,0.0002300441,0.4646481872,0.0906529278,0.2167368382,0.0352930017,0.3295770288,1.0,0.5668812394,0.35817685720000003,0.7395646572,0.4055329561,0.0172256306,0.1482432783,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10485618.jpg
0.2894020677,0.4275528789,0.4186306596,0.5151173472,0.1087572351,0.0,0.1315271556,0.3187291622,0.4693456888,0.0979498178,0.4235848486,0.1245496497,0.4967781603,0.0,0.30984741450000003,0.4094300568,0.1537086964,0.054977696400000005,0.1618136913,0.029735624800000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10503476.jpg
0.2752923667,0.38517168160000004,0.34362316130000004,0.4065480232,0.19626133140000002,1.0,0.471054703,0.26371306180000004,0.5072670579,0.3330808282,0.6089155674,0.5434483886,0.5818579793,0.0,0.27931249140000003,0.4801385403,0.0132920435,0.0747898221,0.0099698361,0.0810547769,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10524198.jpg
0.6559590697000001,0.4813736677,0.2320199758,0.5067741871,0.6590315104000001,0.0,0.2293540984,0.0534095615,0.4899184406,0.7503603101,0.8637728095,0.2864277065,0.5567647219,1.0,0.4644627571,0.6063517332,0.0064297598000000004,0.08983650800000001,0.09641490130000001,0.1391302496,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10539399.jpg
0.2365301549,0.4882929325,0.5035862327,0.4730496407,0.1654900461,0.0,0.24940139060000002,0.1818330884,0.4971853197,0.234289974,0.2893952131,0.2015409768,0.26908952,1.0,0.1617347151,0.3271669745,0.9780020118,0.2973206043,0.0118507864,0.054434873200000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10592361.jpg
0.20838180180000002,0.3835731149,0.5328944921000001,0.470322758,0.1925484687,1.0,0.6611886024,0.8534961939,0.4727743864,0.5417432785,0.8221494555000001,0.1126357988,0.3131395876,1.0,0.2009166628,0.3241107166,0.9533488154,0.2081359476,0.0129542556,0.1989086717,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10595751.jpg
0.3712216318,0.45925879480000004,0.8069093823,0.4816081226,0.149389565,1.0,0.312281698,0.815875411,0.47120150920000003,0.0873991922,0.5243685246,0.2128765434,0.365711838,1.0,0.207268849,0.3241107166,0.9902771711,0.17581249770000001,0.07604554300000001,0.0152643966,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10608067.jpg
0.3095921874,0.40087109800000004,0.1949686706,0.3681463599,0.22417220470000002,0.0,0.2737286687,0.39951840040000003,0.4683274329,0.44335213300000004,0.34948351980000003,0.4546884894,0.6450691223,0.0,0.41115444900000003,0.5821288824,0.0377646089,0.0830581188,0.0362094566,0.023374449500000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10740356.jpg
0.6071320176,0.5938684344,0.39524757860000004,0.5097106099000001,0.2704485357,1.0,0.294868499,0.053760357200000004,0.4759050012,0.2031794488,0.45561027530000003,0.3252695501,0.5213015079000001,0.0,0.348772794,0.4519836605,0.36684596540000003,0.6605092287000001,0.056262269600000005,0.3359515965,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10851653.jpg
0.3844840229,0.3682147563,0.7811313868,0.49807494880000003,0.2062803507,1.0,0.4331467748,0.3774210811,0.47487667200000006,0.47735196350000003,0.5735225677,0.6642549038000001,0.2933990955,1.0,0.2436707169,0.3241107166,0.9739974141000001,0.2363284826,0.0132905291,0.16176478560000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10857340.jpg
0.27987667920000003,0.3673941195,0.7178260088,0.5976099372,0.14147402350000002,1.0,0.187593326,0.0373906866,0.4670665264,0.3674067259,0.5149521828,0.1824517399,0.4145168066,1.0,0.43333768840000003,0.38798749450000003,0.1205298528,0.1978757828,0.018189538300000002,0.0524398498,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10882484.jpg
0.3494606316,0.3780215979,0.5455273390000001,0.5795597434,0.2746152282,0.0,0.34630417820000003,0.9545605183,0.4751972258,0.19858856500000002,0.3146344721,0.3721059859,0.2379292846,1.0,0.3409755826,0.34654229880000004,0.9801725745000001,0.3714683354,0.0376526602,0.1459021419,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10899258.jpg
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10922970.jpg
0.3340651989,0.4039059579,0.4440173209,0.7815279961,0.16463084520000001,0.0,0.2773068249,0.0196816064,0.4669755101,0.1038422212,0.1714240909,0.5570135713000001,0.6182979941,0.0,0.2508122027,0.5303339362,0.0054472517,0.2290230393,0.1001776978,0.0737931728,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_10967257.jpg
0.2771846354,0.491486311,0.66415447,0.2861592472,0.8511866927,1.0,0.6443727612,0.21533775330000002,0.4779164791,0.8768666387,0.7404713631000001,0.2297798544,0.2906902134,1.0,0.2340300828,0.4621025622,0.9929042459,0.3141488135,0.0367461257,0.0623288378,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/angry/Training_11023881.jpg
