AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input
0.3042916059,0.4608810246,0.23344866930000002,0.3799064755,0.8985043168,1.0,0.636725843,0.30559811000000003,0.5126835704,0.9319269657,0.7449960113,0.2637110949,0.1684544683,1.0,0.0539237671,0.3292475939,0.9958392382000001,0.2856810093,0.0068642041,0.1250133067,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10019449.jpg
0.3814557195,0.4402753115,0.4996016324,0.25842309,0.7253251672000001,1.0,0.7371490002000001,0.9913454056000001,0.47202470900000004,0.8397178054000001,0.5381333232000001,0.2349957377,0.21328985690000002,1.0,0.12897223230000002,0.3269738853,0.9989475608,0.3727011383,0.0081137298,0.49176567790000003,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10046809.jpg
0.2299978882,0.4485510588,0.1785269231,0.3198033571,0.8375077248,1.0,0.4635899961,0.9013261199,0.4719447196,0.9536463618000001,0.7579838634,0.17890344560000002,0.2018637061,1.0,0.301363796,0.3241278529,0.9787014723,0.19232451920000002,0.010804777000000002,0.24109190700000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10066226.jpg
0.4578629732,0.45985576510000004,0.23832832280000002,0.3673724532,0.7161571383,1.0,0.6760529876,0.00033632460000000003,0.50033921,0.745179832,0.6917738914,0.1306748092,0.17737455670000002,1.0,0.1952207685,0.43829661610000004,0.9932708144000001,0.527297318,0.0022507012,0.2280189842,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10070997.jpg
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10080933.jpg
0.4392924905,0.4602223039,0.4100568295,0.6047047377,0.6715174317,0.0,0.2870499492,0.9531472325,0.5076660514,0.8260113597000001,0.6582365632,0.3482225835,0.2735275626,1.0,0.3099515438,0.3348406255,0.9622449279,0.1793726683,0.0108840577,0.0364465304,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10109375.jpg
0.3423018456,0.426925838,0.25150474910000004,0.3789328635,0.4108655751,1.0,0.33517694470000003,0.2042235434,0.4722477198,0.43495002390000004,0.6638186574,0.1412282735,0.4527396262,1.0,0.5069243312,0.43670028450000004,0.8113469481000001,0.4055437744,0.0085596377,0.5596817732,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10116721.jpg
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10127474.jpg
0.4599168897,0.5000246763,0.4477045536,0.7864115238,0.2530419528,0.0,0.2839723527,0.0736399442,0.4675443172,0.1684276462,0.15285669270000002,0.346454531,0.2713683844,1.0,0.2171886563,0.3241278529,0.9999722242,0.5934436321000001,0.0054296926,0.1634869128,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10133389.jpg
0.4073978364,0.3789963126,0.23648902770000002,0.4185789227,0.22668877240000002,0.0,0.4318807423,0.0525733829,0.5198837519,0.5378098488,0.7276515365,0.060105565900000005,0.2531741261,1.0,0.3959099352,0.5153836012,0.7243220210000001,0.15229775010000002,0.0583909675,0.046438653,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10139297.jpg
0.2415122688,0.45415607090000004,0.24395759400000003,0.3303125501,0.4629479349,1.0,0.45485514400000004,0.9399654865,0.5029620528000001,0.6356782317,0.4574830234,0.2991909981,0.5043583512,1.0,0.4780713022,0.575945735,0.1525532603,0.1441675425,0.2875763476,0.1395553648,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10142161.jpg
0.37899133560000003,0.46013516190000003,0.2071245462,0.4275375307,0.433947593,1.0,0.1790284514,0.9135836363000001,0.47519838810000004,0.5962381959,0.728928566,0.3888480365,0.5853683352,0.0,0.5137856603000001,0.4572277665,0.1093243659,0.3379455209,0.2180596441,0.4229890108,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10142426.jpg
0.39306205510000003,0.5259309411,0.1908266246,0.303970933,0.8323727846000001,1.0,0.40989869830000003,0.7432647347,0.5010336637,0.8810979128,0.4211798906,0.234801963,0.30598810320000003,1.0,0.2781659663,0.3502285182,0.8239035606,0.2383410037,0.2983922064,0.0693753138,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_10181727.jpg
0.23787012700000001,0.4343416095,0.3978578448,0.37021636960000004,0.7573206425,1.0,0.515042603,0.8187767863000001,0.5002872348,0.7237551808,0.5410907865,0.5775441527,0.4011714458,1.0,0.3107010424,0.5490184426,0.9494215846,0.33342468740000003,0.0176493414,0.1075228974,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/happy/Training_1018317.jpg
