entry(00000,begin_of_process,confused,video2056010272,start,1).
entry(00001,begin_of_activity,confused,video2056010272,au04,1).
entry(00002,begin_of_activity,confused,video2056010272,au11,1).
entry(00003,begin_of_activity,confused,video2056010272,au15,1).
entry(00004,begin_of_activity,confused,video2056010272,au17,1).
entry(00100,begin_of_activity,confused,video2056010272,au02,1).
entry(00101,end_of_activity,confused,video2056010272,au04,1).
entry(00102,end_of_activity,confused,video2056010272,au11,1).
entry(00103,end_of_activity,confused,video2056010272,au15,1).
entry(00104,end_of_activity,confused,video2056010272,au17,1).
entry(00105,begin_of_activity,confused,video2056010272,au23,1).
entry(00200,end_of_activity,confused,video2056010272,au02,1).
entry(00201,begin_of_activity,confused,video2056010272,au04,2).
entry(00202,begin_of_activity,confused,video2056010272,au17,2).
entry(00203,end_of_activity,confused,video2056010272,au23,1).
entry(00300,end_of_activity,confused,video2056010272,au04,2).
entry(00301,end_of_activity,confused,video2056010272,au17,2).
entry(00400,begin_of_activity,confused,video2056010272,au17,3).
entry(00500,begin_of_activity,confused,video2056010272,au04,3).
entry(00501,end_of_activity,confused,video2056010272,au17,3).
entry(00600,end_of_activity,confused,video2056010272,au04,3).
entry(00601,begin_of_activity,confused,video2056010272,au15,2).
entry(00602,begin_of_activity,confused,video2056010272,au17,4).
entry(00603,begin_of_activity,confused,video2056010272,au23,2).
entry(00700,begin_of_activity,confused,video2056010272,au02,2).
entry(00701,begin_of_activity,confused,video2056010272,au04,4).
entry(00702,begin_of_activity,confused,video2056010272,au07,1).
entry(00703,end_of_activity,confused,video2056010272,au15,2).
entry(00704,end_of_activity,confused,video2056010272,au17,4).
entry(00705,end_of_activity,confused,video2056010272,au23,2).
entry(00800,end_of_activity,confused,video2056010272,au02,2).
entry(00801,end_of_activity,confused,video2056010272,au04,4).
entry(00802,end_of_activity,confused,video2056010272,au07,1).
entry(00900,begin_of_activity,confused,video2056010272,au07,2).
entry(01000,begin_of_activity,confused,video2056010272,au02,3).
entry(01001,end_of_activity,confused,video2056010272,au07,2).
entry(01002,begin_of_activity,confused,video2056010272,au25,1).
entry(01100,end_of_activity,confused,video2056010272,au02,3).
entry(01101,begin_of_activity,confused,video2056010272,au10,1).
entry(01102,end_of_activity,confused,video2056010272,au25,1).
entry(01200,begin_of_activity,confused,video2056010272,au04,5).
entry(01201,end_of_activity,confused,video2056010272,au10,1).
entry(01202,begin_of_activity,confused,video2056010272,au15,3).
entry(01203,begin_of_activity,confused,video2056010272,au17,5).
entry(01300,end_of_activity,confused,video2056010272,au04,5).
entry(01301,end_of_activity,confused,video2056010272,au15,3).
entry(01302,end_of_activity,confused,video2056010272,au17,5).
entry(01303,begin_of_activity,confused,video2056010272,au25,2).
entry(01400,begin_of_activity,confused,video2056010272,au02,4).
entry(01401,begin_of_activity,confused,video2056010272,au17,6).
entry(01402,end_of_activity,confused,video2056010272,au25,2).
entry(01500,end_of_activity,confused,video2056010272,au02,4).
entry(01501,begin_of_activity,confused,video2056010272,au04,6).
entry(01502,end_of_activity,confused,video2056010272,au17,6).
entry(01600,end_of_activity,confused,video2056010272,au04,6).
entry(01700,begin_of_activity,confused,video2056010272,au15,4).
entry(01800,end_of_activity,confused,video2056010272,au15,4).
entry(01801,begin_of_activity,confused,video2056010272,au17,7).
entry(01900,begin_of_activity,confused,video2056010272,au04,7).
entry(01901,end_of_activity,confused,video2056010272,au17,7).
entry(02000,end_of_activity,confused,video2056010272,au04,7).
entry(02100,begin_of_activity,confused,video2056010272,au02,5).
entry(02101,begin_of_activity,confused,video2056010272,au04,8).
entry(02200,end_of_activity,confused,video2056010272,au02,5).
entry(02201,end_of_activity,confused,video2056010272,au04,8).
entry(02202,begin_of_activity,confused,video2056010272,au17,8).
entry(02300,begin_of_activity,confused,video2056010272,au15,5).
entry(02301,end_of_activity,confused,video2056010272,au17,8).
entry(02302,begin_of_activity,confused,video2056010272,au23,3).
entry(02400,begin_of_activity,confused,video2056010272,au11,2).
entry(02401,end_of_activity,confused,video2056010272,au15,5).
entry(02402,begin_of_activity,confused,video2056010272,au17,9).
entry(02403,end_of_activity,confused,video2056010272,au23,3).
entry(02500,begin_of_activity,confused,video2056010272,au04,9).
entry(02501,end_of_activity,confused,video2056010272,au11,2).
entry(02502,end_of_activity,confused,video2056010272,au17,9).
entry(02600,begin_of_activity,confused,video2056010272,au02,6).
entry(02601,end_of_activity,confused,video2056010272,au04,9).
entry(02602,begin_of_activity,confused,video2056010272,au07,3).
entry(02603,begin_of_activity,confused,video2056010272,au11,3).
entry(02604,begin_of_activity,confused,video2056010272,au15,6).
entry(02605,begin_of_activity,confused,video2056010272,au17,10).
entry(02606,begin_of_activity,confused,video2056010272,au23,4).
entry(02700,end_of_activity,confused,video2056010272,au02,6).
entry(02701,end_of_activity,confused,video2056010272,au07,3).
entry(02702,end_of_activity,confused,video2056010272,au11,3).
entry(02703,end_of_activity,confused,video2056010272,au15,6).
entry(02704,end_of_activity,confused,video2056010272,au17,10).
entry(02705,end_of_activity,confused,video2056010272,au23,4).
entry(02706,begin_of_activity,confused,video2056010272,au25,3).
entry(02800,begin_of_activity,confused,video2056010272,au11,4).
entry(02801,end_of_activity,confused,video2056010272,au25,3).
entry(02900,begin_of_activity,confused,video2056010272,au04,10).
entry(02901,begin_of_activity,confused,video2056010272,au07,4).
entry(02902,end_of_activity,confused,video2056010272,au11,4).
entry(02903,begin_of_activity,confused,video2056010272,au15,7).
entry(02904,begin_of_activity,confused,video2056010272,au23,5).
entry(03000,end_of_activity,confused,video2056010272,au04,10).
entry(03001,end_of_activity,confused,video2056010272,au07,4).
entry(03002,begin_of_activity,confused,video2056010272,au11,5).
entry(03003,end_of_activity,confused,video2056010272,au15,7).
entry(03004,begin_of_activity,confused,video2056010272,au17,11).
entry(03005,end_of_activity,confused,video2056010272,au23,5).
entry(03100,begin_of_activity,confused,video2056010272,au04,11).
entry(03101,begin_of_activity,confused,video2056010272,au07,5).
entry(03102,end_of_activity,confused,video2056010272,au11,5).
entry(03103,end_of_activity,confused,video2056010272,au17,11).
entry(03200,begin_of_activity,confused,video2056010272,au02,7).
entry(03201,end_of_activity,confused,video2056010272,au04,11).
entry(03202,end_of_activity,confused,video2056010272,au07,5).
entry(03203,begin_of_activity,confused,video2056010272,au15,8).
entry(03204,begin_of_activity,confused,video2056010272,au17,12).
entry(03300,end_of_activity,confused,video2056010272,au02,7).
entry(03301,begin_of_activity,confused,video2056010272,au11,6).
entry(03302,end_of_activity,confused,video2056010272,au15,8).
entry(03303,end_of_activity,confused,video2056010272,au17,12).
entry(03400,begin_of_activity,confused,video2056010272,au04,12).
entry(03401,begin_of_activity,confused,video2056010272,au07,6).
entry(03402,end_of_activity,confused,video2056010272,au11,6).
entry(03403,begin_of_activity,confused,video2056010272,au23,6).
entry(03404,begin_of_activity,confused,video2056010272,au25,4).
entry(03500,begin_of_activity,confused,video2056010272,au02,8).
entry(03501,end_of_activity,confused,video2056010272,au04,12).
entry(03502,end_of_activity,confused,video2056010272,au07,6).
entry(03503,begin_of_activity,confused,video2056010272,au11,7).
entry(03504,begin_of_activity,confused,video2056010272,au17,13).
entry(03505,end_of_activity,confused,video2056010272,au23,6).
entry(03506,end_of_activity,confused,video2056010272,au25,4).
entry(03600,end_of_activity,confused,video2056010272,au02,8).
entry(03601,begin_of_activity,confused,video2056010272,au04,13).
entry(03602,end_of_activity,confused,video2056010272,au11,7).
entry(03603,end_of_activity,confused,video2056010272,au17,13).
entry(03604,begin_of_activity,confused,video2056010272,au23,7).
entry(03605,begin_of_activity,confused,video2056010272,au25,5).
entry(03700,end_of_activity,confused,video2056010272,au04,13).
entry(03701,begin_of_activity,confused,video2056010272,au17,14).
entry(03702,end_of_activity,confused,video2056010272,au23,7).
entry(03703,end_of_activity,confused,video2056010272,au25,5).
entry(03800,end_of_activity,confused,video2056010272,au17,14).
entry(03900,begin_of_activity,confused,video2056010272,au07,7).
entry(04000,begin_of_activity,confused,video2056010272,au04,14).
entry(04001,end_of_activity,confused,video2056010272,au07,7).
entry(04002,begin_of_activity,confused,video2056010272,au11,8).
entry(04003,begin_of_activity,confused,video2056010272,au17,15).
entry(04004,begin_of_activity,confused,video2056010272,au23,8).
entry(04005,begin_of_activity,confused,video2056010272,au25,6).
entry(04100,begin_of_activity,confused,video2056010272,au02,9).
entry(04101,end_of_activity,confused,video2056010272,au04,14).
entry(04102,end_of_activity,confused,video2056010272,au11,8).
entry(04103,end_of_activity,confused,video2056010272,au17,15).
entry(04104,end_of_activity,confused,video2056010272,au23,8).
entry(04105,end_of_activity,confused,video2056010272,au25,6).
entry(04200,end_of_activity,confused,video2056010272,au02,9).
entry(04201,begin_of_activity,confused,video2056010272,au04,15).
entry(04202,begin_of_activity,confused,video2056010272,au07,8).
entry(04203,begin_of_activity,confused,video2056010272,au10,2).
entry(04204,begin_of_activity,confused,video2056010272,au17,16).
entry(04300,end_of_activity,confused,video2056010272,au04,15).
entry(04301,end_of_activity,confused,video2056010272,au07,8).
entry(04302,end_of_activity,confused,video2056010272,au10,2).
entry(04303,end_of_activity,confused,video2056010272,au17,16).
entry(04400,begin_of_activity,confused,video2056010272,au07,9).
entry(04401,begin_of_activity,confused,video2056010272,au17,17).
entry(04500,end_of_activity,confused,video2056010272,au07,9).
entry(04501,begin_of_activity,confused,video2056010272,au11,9).
entry(04502,end_of_activity,confused,video2056010272,au17,17).
entry(04503,begin_of_activity,confused,video2056010272,au23,9).
entry(04600,begin_of_activity,confused,video2056010272,au02,10).
entry(04601,begin_of_activity,confused,video2056010272,au04,16).
entry(04602,begin_of_activity,confused,video2056010272,au07,10).
entry(04603,end_of_activity,confused,video2056010272,au11,9).
entry(04604,begin_of_activity,confused,video2056010272,au17,18).
entry(04605,end_of_activity,confused,video2056010272,au23,9).
entry(04700,end_of_activity,confused,video2056010272,au02,10).
entry(04701,end_of_activity,confused,video2056010272,au04,16).
entry(04702,end_of_activity,confused,video2056010272,au07,10).
entry(04703,end_of_activity,confused,video2056010272,au17,18).
entry(04704,begin_of_activity,confused,video2056010272,au25,7).
entry(04705,begin_of_activity,confused,video2056010272,au43,1).
entry(04800,begin_of_activity,confused,video2056010272,au04,17).
entry(04801,begin_of_activity,confused,video2056010272,au07,11).
entry(04802,begin_of_activity,confused,video2056010272,au15,9).
entry(04803,begin_of_activity,confused,video2056010272,au17,19).
entry(04804,end_of_activity,confused,video2056010272,au25,7).
entry(04805,end_of_activity,confused,video2056010272,au43,1).
entry(04900,begin_of_activity,confused,video2056010272,au01,1).
entry(04901,end_of_activity,confused,video2056010272,au04,17).
entry(04902,end_of_activity,confused,video2056010272,au07,11).
entry(04903,end_of_activity,confused,video2056010272,au15,9).
entry(04904,end_of_activity,confused,video2056010272,au17,19).
entry(04905,begin_of_activity,confused,video2056010272,au23,10).
entry(04906,begin_of_activity,confused,video2056010272,au43,2).
entry(05000,end_of_activity,confused,video2056010272,au01,1).
entry(05001,begin_of_activity,confused,video2056010272,au17,20).
entry(05002,end_of_activity,confused,video2056010272,au23,10).
entry(05003,end_of_activity,confused,video2056010272,au43,2).
entry(05100,end_of_activity,confused,video2056010272,au17,20).
entry(05200,begin_of_activity,confused,video2056010272,au02,11).
entry(05201,begin_of_activity,confused,video2056010272,au07,12).
entry(05202,begin_of_activity,confused,video2056010272,au11,10).
entry(05300,end_of_activity,confused,video2056010272,au02,11).
entry(05301,begin_of_activity,confused,video2056010272,au04,18).
entry(05302,end_of_activity,confused,video2056010272,au07,12).
entry(05303,end_of_activity,confused,video2056010272,au11,10).
entry(05304,begin_of_activity,confused,video2056010272,au23,11).
entry(05400,end_of_activity,confused,video2056010272,au04,18).
entry(05401,begin_of_activity,confused,video2056010272,au10,3).
entry(05402,begin_of_activity,confused,video2056010272,au17,21).
entry(05403,end_of_activity,confused,video2056010272,au23,11).
entry(05500,begin_of_activity,confused,video2056010272,au04,19).
entry(05501,end_of_activity,confused,video2056010272,au10,3).
