entry(00000,begin_of_process,confused,video5100471059,start,1).
entry(00001,begin_of_activity,confused,video5100471059,au02,1).
entry(00002,begin_of_activity,confused,video5100471059,au07,1).
entry(00003,begin_of_activity,confused,video5100471059,au14,1).
entry(00004,begin_of_activity,confused,video5100471059,au17,1).
entry(00005,begin_of_activity,confused,video5100471059,au24,1).
entry(00100,end_of_activity,confused,video5100471059,au02,1).
entry(00101,end_of_activity,confused,video5100471059,au07,1).
entry(00102,begin_of_activity,confused,video5100471059,au11,1).
entry(00103,end_of_activity,confused,video5100471059,au14,1).
entry(00104,end_of_activity,confused,video5100471059,au17,1).
entry(00105,end_of_activity,confused,video5100471059,au24,1).
entry(00200,begin_of_activity,confused,video5100471059,au02,2).
entry(00201,begin_of_activity,confused,video5100471059,au04,1).
entry(00202,begin_of_activity,confused,video5100471059,au07,2).
entry(00203,end_of_activity,confused,video5100471059,au11,1).
entry(00204,begin_of_activity,confused,video5100471059,au14,2).
entry(00205,begin_of_activity,confused,video5100471059,au17,2).
entry(00206,begin_of_activity,confused,video5100471059,au24,2).
entry(00300,end_of_activity,confused,video5100471059,au02,2).
entry(00301,end_of_activity,confused,video5100471059,au04,1).
entry(00302,end_of_activity,confused,video5100471059,au07,2).
entry(00303,begin_of_activity,confused,video5100471059,au10,1).
entry(00304,end_of_activity,confused,video5100471059,au14,2).
entry(00305,end_of_activity,confused,video5100471059,au17,2).
entry(00306,end_of_activity,confused,video5100471059,au24,2).
entry(00400,begin_of_activity,confused,video5100471059,au02,3).
entry(00401,begin_of_activity,confused,video5100471059,au07,3).
entry(00402,end_of_activity,confused,video5100471059,au10,1).
entry(00403,begin_of_activity,confused,video5100471059,au14,3).
entry(00404,begin_of_activity,confused,video5100471059,au17,3).
entry(00405,begin_of_activity,confused,video5100471059,au24,3).
entry(00500,end_of_activity,confused,video5100471059,au02,3).
entry(00501,begin_of_activity,confused,video5100471059,au04,2).
entry(00502,end_of_activity,confused,video5100471059,au07,3).
entry(00503,end_of_activity,confused,video5100471059,au14,3).
entry(00504,end_of_activity,confused,video5100471059,au17,3).
entry(00505,end_of_activity,confused,video5100471059,au24,3).
entry(00600,end_of_activity,confused,video5100471059,au04,2).
entry(00601,begin_of_activity,confused,video5100471059,au17,4).
entry(00602,begin_of_activity,confused,video5100471059,au23,1).
entry(00603,begin_of_activity,confused,video5100471059,au24,4).
entry(00700,begin_of_activity,confused,video5100471059,au07,4).
entry(00701,begin_of_activity,confused,video5100471059,au14,4).
entry(00702,end_of_activity,confused,video5100471059,au17,4).
entry(00703,end_of_activity,confused,video5100471059,au23,1).
entry(00704,end_of_activity,confused,video5100471059,au24,4).
entry(00800,begin_of_activity,confused,video5100471059,au02,4).
entry(00801,begin_of_activity,confused,video5100471059,au04,3).
entry(00802,end_of_activity,confused,video5100471059,au07,4).
entry(00803,end_of_activity,confused,video5100471059,au14,4).
entry(00804,begin_of_activity,confused,video5100471059,au15,1).
entry(00805,begin_of_activity,confused,video5100471059,au17,5).
entry(00806,begin_of_activity,confused,video5100471059,au24,5).
entry(00900,end_of_activity,confused,video5100471059,au02,4).
entry(00901,end_of_activity,confused,video5100471059,au04,3).
entry(00902,begin_of_activity,confused,video5100471059,au05,1).
entry(00903,begin_of_activity,confused,video5100471059,au10,2).
entry(00904,begin_of_activity,confused,video5100471059,au14,5).
entry(00905,end_of_activity,confused,video5100471059,au15,1).
entry(00906,end_of_activity,confused,video5100471059,au17,5).
entry(00907,end_of_activity,confused,video5100471059,au24,5).
