entry(00000,begin_of_process,confused,video1100161045,start,1).
entry(00001,begin_of_activity,confused,video1100161045,au07,1).
entry(00002,begin_of_activity,confused,video1100161045,au11,1).
entry(00003,begin_of_activity,confused,video1100161045,au14,1).
entry(00004,begin_of_activity,confused,video1100161045,au20,1).
entry(00005,begin_of_activity,confused,video1100161045,au23,1).
entry(00006,begin_of_activity,confused,video1100161045,au25,1).
entry(00100,begin_of_activity,confused,video1100161045,au04,1).
entry(00101,end_of_activity,confused,video1100161045,au07,1).
entry(00102,end_of_activity,confused,video1100161045,au11,1).
entry(00103,end_of_activity,confused,video1100161045,au14,1).
entry(00104,end_of_activity,confused,video1100161045,au20,1).
entry(00105,end_of_activity,confused,video1100161045,au23,1).
entry(00106,end_of_activity,confused,video1100161045,au25,1).
entry(00200,end_of_activity,confused,video1100161045,au04,1).
entry(00201,begin_of_activity,confused,video1100161045,au14,2).
entry(00202,begin_of_activity,confused,video1100161045,au20,2).
entry(00203,begin_of_activity,confused,video1100161045,au25,2).
entry(00300,begin_of_activity,confused,video1100161045,au04,2).
entry(00301,begin_of_activity,confused,video1100161045,au07,2).
entry(00302,end_of_activity,confused,video1100161045,au14,2).
entry(00303,end_of_activity,confused,video1100161045,au20,2).
entry(00304,end_of_activity,confused,video1100161045,au25,2).
entry(00400,end_of_activity,confused,video1100161045,au04,2).
entry(00401,end_of_activity,confused,video1100161045,au07,2).
entry(00402,begin_of_activity,confused,video1100161045,au14,3).
entry(00403,begin_of_activity,confused,video1100161045,au20,3).
entry(00404,begin_of_activity,confused,video1100161045,au25,3).
entry(00500,begin_of_activity,confused,video1100161045,au04,3).
entry(00501,begin_of_activity,confused,video1100161045,au07,3).
entry(00502,begin_of_activity,confused,video1100161045,au10,1).
entry(00503,end_of_activity,confused,video1100161045,au14,3).
entry(00504,end_of_activity,confused,video1100161045,au20,3).
entry(00505,end_of_activity,confused,video1100161045,au25,3).
entry(00600,end_of_activity,confused,video1100161045,au04,3).
entry(00601,end_of_activity,confused,video1100161045,au07,3).
entry(00602,end_of_activity,confused,video1100161045,au10,1).
entry(00603,begin_of_activity,confused,video1100161045,au20,4).
entry(00604,begin_of_activity,confused,video1100161045,au25,4).
entry(00700,begin_of_activity,confused,video1100161045,au04,4).
entry(00701,begin_of_activity,confused,video1100161045,au07,4).
entry(00702,begin_of_activity,confused,video1100161045,au14,4).
entry(00703,end_of_activity,confused,video1100161045,au20,4).
entry(00704,end_of_activity,confused,video1100161045,au25,4).
entry(00800,end_of_activity,confused,video1100161045,au04,4).
entry(00801,end_of_activity,confused,video1100161045,au07,4).
entry(00802,begin_of_activity,confused,video1100161045,au10,2).
entry(00803,end_of_activity,confused,video1100161045,au14,4).
entry(00804,begin_of_activity,confused,video1100161045,au20,5).
entry(00805,begin_of_activity,confused,video1100161045,au25,5).
entry(00900,begin_of_activity,confused,video1100161045,au04,5).
entry(00901,begin_of_activity,confused,video1100161045,au07,5).
entry(00902,end_of_activity,confused,video1100161045,au10,2).
entry(00903,begin_of_activity,confused,video1100161045,au14,5).
entry(00904,begin_of_activity,confused,video1100161045,au17,1).
entry(00905,end_of_activity,confused,video1100161045,au20,5).
entry(00906,begin_of_activity,confused,video1100161045,au24,1).
entry(00907,end_of_activity,confused,video1100161045,au25,5).
entry(01000,end_of_activity,confused,video1100161045,au04,5).
entry(01001,end_of_activity,confused,video1100161045,au07,5).
entry(01002,begin_of_activity,confused,video1100161045,au10,3).
entry(01003,end_of_activity,confused,video1100161045,au14,5).
